status,stim,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,session,participant,frameRate,expName,date,condition,
distractor,stim/manzana.png,0,0,0,4,space,4.23453211784,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/gato.png,0,1,1,14,space,0.835014104843,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
distractor,stim/lapiz.png,0,2,2,3,space,1.65091705322,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/bola.png,0,3,3,9,space,1.4176568985,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
distractor,stim/libro.png,0,4,4,5,space,1.28050708771,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/palo.png,0,5,5,16,space,1.20070886612,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/dado.png,0,6,6,12,space,1.08414196968,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/coco.png,0,7,7,11,space,0.998034000397,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
distractor,stim/silla.png,0,8,8,6,space,1.16428995132,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/caca.png,0,9,9,10,space,1.1139819622,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/bala.png,0,10,10,8,space,6.49882912636,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
distractor,stim/mochila.png,0,11,11,7,space,1.08642101288,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
distractor,stim/arbol.png,0,12,12,2,space,1.50116205215,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/topo.png,0,13,13,19,space,1.81489801407,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/dodo.png,0,14,14,13,space,1.65132689476,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
distractor,stim/sombrero.png,0,15,15,0,space,3.01401495934,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/taco.png,0,16,16,18,space,0.867609977722,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/polo.png,0,17,17,17,space,1.27116203308,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/gota.png,0,18,18,15,space,1.45036411285,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
distractor,stim/sol.png,0,19,19,1,space,0.900344133377,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/gato.png,1,0,20,14,space,0.970200777054,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
distractor,stim/manzana.png,1,1,21,4,space,0.817855119705,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
distractor,stim/sombrero.png,1,2,22,0,space,3.08130502701,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/dodo.png,1,3,23,13,space,1.26801395416,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/topo.png,1,4,24,19,space,1.08437204361,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
distractor,stim/arbol.png,1,5,25,2,space,0.984584093094,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
distractor,stim/sol.png,1,6,26,1,space,0.86367893219,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
distractor,stim/lapiz.png,1,7,27,3,space,1.13089585304,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/palo.png,1,8,28,16,space,1.20060706139,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/caca.png,1,9,29,10,space,1.13139677048,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
distractor,stim/libro.png,1,10,30,5,space,1.51713609695,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/bola.png,1,11,31,9,space,1.38397598267,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/gota.png,1,12,32,15,space,0.864888906479,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
distractor,stim/mochila.png,1,13,33,7,space,1.86826395988,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/taco.png,1,14,34,18,space,0.964172840118,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/coco.png,1,15,35,11,space,0.784587860107,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/dado.png,1,16,36,12,space,0.914432048798,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/polo.png,1,17,37,17,space,0.980370044708,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/bala.png,1,18,38,8,space,1.56751799583,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
distractor,stim/silla.png,1,19,39,6,space,0.967935085297,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
distractor,stim/sol.png,2,0,40,1,space,0.904196977615,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/taco.png,2,1,41,18,space,0.783833026886,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
distractor,stim/mochila.png,2,2,42,7,space,1.08082890511,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
distractor,stim/arbol.png,2,3,43,2,space,0.864542007446,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/palo.png,2,4,44,16,space,1.10078597069,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/gato.png,2,5,45,14,space,0.684386014938,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
distractor,stim/sombrero.png,2,6,46,0,space,1.59747695923,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/caca.png,2,7,47,10,space,0.996870994568,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/gota.png,2,8,48,15,space,0.817515134811,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/dodo.png,2,9,49,13,space,1.46625494957,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/dado.png,2,10,50,12,space,1.00005292892,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
distractor,stim/lapiz.png,2,11,51,3,space,1.06391501427,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/bola.png,2,12,52,9,space,1.1164700985,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
distractor,stim/silla.png,2,13,53,6,space,0.871703147888,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/topo.png,2,14,54,19,space,1.4339530468,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/polo.png,2,15,55,17,space,0.800798892975,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/coco.png,2,16,56,11,space,0.764642000198,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
distractor,stim/libro.png,2,17,57,5,space,0.865106105804,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
distractor,stim/manzana.png,2,18,58,4,space,1.01757502556,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
target,stim/bala.png,2,19,59,8,space,1.20435380936,001,martinbi,61.1239046513,prodShadow,2016_Jan_24_1044,tuc,
