status,text,stim,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,session,participant,frameRate,expName,date,condition,
,,,,,,,space,2.38553905487,,,,,000,blr,60.3198416899,prodShadow,2015_Jun_30_1501,midd,
pname,coco,stim/coco.wav,0,0,0,10,,,space,3.03343510628,,,000,blr,60.3198416899,prodShadow,2015_Jun_30_1501,midd,
distractor,eda,stim/eda.wav,0,1,1,18,,,space,2.33439588547,,,000,blr,60.3198416899,prodShadow,2015_Jun_30_1501,midd,
distractor,apa,stim/apa.wav,0,2,2,1,,,space,2.21702694893,,,000,blr,60.3198416899,prodShadow,2015_Jun_30_1501,midd,
target,peke,stim/peke.wav,0,3,3,37,,,space,2.25118279457,,,000,blr,60.3198416899,prodShadow,2015_Jun_30_1501,midd,
target,puku,stim/puku.wav,0,4,4,41,,,space,2.16752696037,,,000,blr,60.3198416899,prodShadow,2015_Jun_30_1501,midd,
pname,palo,stim/palo.wav,0,5,5,36,,,space,2.60150504112,,,000,blr,60.3198416899,prodShadow,2015_Jun_30_1501,midd,
target,diki,stim/diki.wav,0,6,6,14,,,space,2.50202012062,,,000,blr,60.3198416899,prodShadow,2015_Jun_30_1501,midd,
distractor,ada,stim/ada.wav,0,7,7,0,,,space,2.55122208595,,,000,blr,60.3198416899,prodShadow,2015_Jun_30_1501,midd,
pname,topo,stim/topo.wav,0,8,8,46,,,space,2.68314790726,,,000,blr,60.3198416899,prodShadow,2015_Jun_30_1501,midd,
target,duku,stim/duku.wav,0,9,9,17,,,space,2.65125107765,,,000,blr,60.3198416899,prodShadow,2015_Jun_30_1501,midd,
pname,dado,stim/dado.wav,0,10,10,11,,,space,2.60112118721,,,000,blr,60.3198416899,prodShadow,2015_Jun_30_1501,midd,
target,boko,stim/boko.wav,0,11,11,6,,,space,2.58431887627,,,000,blr,60.3198416899,prodShadow,2015_Jun_30_1501,midd,
pname,bola,stim/bola.wav,0,12,12,7,,,space,2.46755409241,,,000,blr,60.3198416899,prodShadow,2015_Jun_30_1501,midd,
target,keke,stim/keke.wav,0,13,13,29,,,space,2.38445711136,,,000,blr,60.3198416899,prodShadow,2015_Jun_30_1501,midd,
distractor,uta,stim/uta.wav,0,14,14,49,,,space,2.26677393913,,,000,blr,60.3198416899,prodShadow,2015_Jun_30_1501,midd,
pname,dodo,stim/dodo.wav,0,15,15,15,,,space,2.18372893333,,,000,blr,60.3198416899,prodShadow,2015_Jun_30_1501,midd,
target,kaka,stim/kaka.wav,0,16,16,28,,,space,2.36676192284,,,000,blr,60.3198416899,prodShadow,2015_Jun_30_1501,midd,
target,goko,stim/goko.wav,0,17,17,24,,,space,2.31844091415,,,000,blr,60.3198416899,prodShadow,2015_Jun_30_1501,midd,
target,toko,stim/toko.wav,0,18,18,47,,,space,2.31725502014,,,000,blr,60.3198416899,prodShadow,2015_Jun_30_1501,midd,
distractor,oba,stim/oba.wav,0,19,19,33,,,space,2.20114302635,,,000,blr,60.3198416899,prodShadow,2015_Jun_30_1501,midd,
