file_name,start_time,end_time,phoneme,word,preceding_phone,following_phone,f1_10,f1_20,f1_30,f1_40,f1_50,f1_60,f1_70,f1_80,f1_90,f2_10,f2_20,f2_30,f2_40,f2_50,f2_60,f2_70,f2_80,f2_90,f3_10,f3_20,f3_30,f3_40,f3_50,f3_60,f3_70,f3_80,f3_90,f4_10,f4_20,f4_30,f4_40,f4_50,f4_60,f4_70,f4_80,f4_90,f5_10,f5_20,f5_30,f5_40,f5_50,f5_60,f5_70,f5_80,f5_90,bw1_10,bw1_20,bw1_30,bw1_40,bw1_50,bw1_60,bw1_70,bw1_80,bw1_90,bw2_10,bw2_20,bw2_30,bw2_40,bw2_50,bw2_60,bw2_70,bw2_80,bw2_90,bw3_10,bw3_20,bw3_30,bw3_40,bw3_50,bw3_60,bw3_70,bw3_80,bw3_90,bw4_10,bw4_20,bw4_30,bw4_40,bw4_50,bw4_60,bw4_70,bw4_80,bw4_90,bw5_10,bw5_20,bw5_30,bw5_40,bw5_50,bw5_60,bw5_70,bw5_80,bw5_90
jal_prodShadow0_ita1,0.5059000000,0.6200000000,i,,boundary,t̪,399.4686,410.2699,380.7880,386.8529,380.4850,376.3553,383.6580,365.5394,345.0135,2405.9508,2916.9252,2905.1314,3011.5565,3124.5733,3088.3823,3049.3991,1011.9500,2737.4175,3194.4186,3376.5330,3356.2640,3399.0789,3187.4843,3399.0608,3551.2114,2976.8357,3248.2938,3913.7354,4369.1488,4415.5288,4429.5518,4421.0327,4473.8186,4610.9345,3480.1305,4400.7833,,,,,,,,4582.2911,,222.0552,263.5430,228.7711,203.2763,168.3700,179.5399,218.9053,146.5941,162.5836,2670.2995,225.1403,334.4173,159.0256,191.3871,81.1550,78.5185,7122.8888,224.8892,275.6096,202.7386,117.8788,336.2203,693.1763,661.6478,416.5783,141.8795,332.8049,368.7275,301.9109,173.2687,163.3098,359.5800,579.3297,557.8508,450.3420,445.2522,,,,,,,,564.0613,
jal_prodShadow0_ita1,0.6200000000,0.7500000000,t̪,,i,a,1504.3274,1433.3086,1448.1314,1231.8839,1163.1007,1147.4841,1132.9571,1214.2085,996.0272,1706.4380,2136.8257,2436.1687,2147.0350,2206.0005,2654.4902,2021.7624,2184.3532,1990.8850,3101.6327,3091.2516,3012.0637,3143.5599,3282.3809,3733.5304,3339.3993,3038.5294,2639.8396,4139.9944,4354.5744,4307.1702,4402.8487,4533.1422,4660.7641,4675.1676,4006.9258,3540.1248,,,,,,,,4714.4295,4703.1523,3759.4185,708.5332,711.5628,756.7951,672.4581,918.1211,1313.5188,659.1478,518.5504,853.3731,1907.8424,1737.4714,514.7271,752.4159,665.3713,476.8084,817.8387,930.9217,519.2656,444.0931,496.3929,285.9588,567.6308,1393.2365,558.3359,1007.1658,913.2682,792.5289,878.4163,1378.2133,559.7094,909.6143,1009.6277,870.6908,647.5785,512.2708,,,,,,,,688.9717,685.5834
jal_prodShadow0_ita1,0.7500000000,0.9387000000,a,,t̪,boundary,728.2526,828.2116,853.1067,847.6090,813.1862,606.4093,917.3330,1046.9418,268.2378,1570.3284,1464.1635,1728.5876,1335.8079,1164.6889,877.8428,1667.0548,1945.0643,1590.9538,1871.2165,1852.3406,2070.2468,1715.0843,1698.6589,1655.6701,3301.5077,3357.6468,2809.5718,3177.3188,3148.2214,3396.8466,3147.2047,3145.8972,3224.4899,4073.8006,4058.3370,3970.8466,4476.4098,4370.3199,4456.9283,4133.6420,4145.8843,4031.8873,,,,70.1148,73.9577,69.1933,154.3731,263.3024,2126.4535,228.5807,544.0223,1164.9450,2064.4248,2393.9145,150.0730,1110.7582,640.2297,539.7216,434.8852,578.7412,227.7266,134.3493,191.6647,3853.5795,199.7517,203.4653,275.5853,372.6312,224.0250,622.3047,117.9421,126.1468,441.4632,148.1590,103.2212,190.7248,188.6615,402.5589,398.9763,384.6019,457.9105,528.7875,605.5794,255.2373,353.3685,,,
jal_prodShadow0_ita2,0.4494000000,0.5700000000,i,,boundary,t̪,429.3357,444.7119,436.4774,425.3439,424.0239,418.2335,416.3093,396.8979,333.3997,2959.1253,2986.9477,2266.2744,2162.2205,1912.9333,1696.4157,1521.0094,2112.6735,2230.6981,3424.7668,3405.6660,3068.6197,3070.1908,3050.1798,3022.3130,2974.8996,2858.6011,2653.6486,4404.8524,4433.9384,3466.9669,3545.4828,3520.7530,3527.7350,3545.2882,3493.9652,3427.0966,,,4481.6979,4580.8287,4623.1220,4490.0774,4547.8669,4640.9294,4685.3194,86.1974,116.3970,118.5972,112.6432,116.4523,118.4312,102.4996,74.1401,158.9832,183.8818,164.7914,3371.9812,2407.3476,3168.1773,3713.6523,3024.6380,2791.1787,3253.5720,330.6604,256.6356,134.2610,64.7803,108.5485,177.6851,113.3962,195.5040,241.2442,509.9716,383.8990,464.8713,526.6412,502.2448,334.3868,214.6641,233.1659,186.5420,,,474.2558,1009.7643,691.0034,608.9992,315.1411,370.9020,255.8910
jal_prodShadow0_ita2,0.5700000000,0.6900000000,t̪,,i,a,1481.0033,1560.8723,1404.1244,1394.1671,1174.8611,1272.5717,1315.7286,1103.0797,828.4937,2705.2594,3114.7638,2192.1183,2172.5491,2199.7917,2358.0272,2272.3542,1988.5458,1998.2668,3315.9876,3930.0898,3143.9686,3135.1441,3164.7278,3401.1772,3125.1651,2674.7318,2765.9518,4641.2798,,4636.3223,4481.9549,4200.4274,4100.0653,4178.4018,3783.8461,3747.8979,,,,,,,,5106.2933,4964.3802,806.5728,595.8340,926.4980,546.9488,998.5850,532.2149,647.0821,458.3518,544.8066,705.4591,408.7808,1318.9746,901.6777,911.7843,619.0453,748.1522,817.4686,576.8222,623.6167,1381.3870,435.2224,361.0179,1060.2278,992.3350,841.3532,721.2647,1119.0383,522.3806,,882.1956,730.3244,1037.0456,1191.1035,788.7889,735.3875,967.2513,,,,,,,,1243.2720,1439.4116
jal_prodShadow0_ita2,0.6900000000,0.8574000000,a,,t̪,boundary,754.4485,871.5379,893.8642,925.5709,897.8424,1001.0074,1026.8583,928.9397,806.9340,1639.7974,1831.8102,1680.6828,1516.5104,1533.1100,1672.9077,1649.3944,1585.2206,1679.7453,1925.3906,3116.4161,1723.1535,1694.1987,2002.1509,2554.5826,3112.2758,3213.8054,3068.6224,3204.6123,4496.8493,3061.8440,3071.7484,3123.9822,3123.8404,4058.1705,3953.5960,3962.7004,4633.0510,,4061.3049,4050.7451,4147.4359,4137.2407,,,,61.8234,71.0862,79.4902,99.6084,123.7380,154.9525,387.2831,1602.0003,442.9302,2188.9415,248.2633,1668.3963,2500.3383,472.0368,170.1061,127.1525,286.3007,377.8669,170.9070,171.3194,327.2145,253.1711,2683.9799,1967.1143,356.0223,776.0929,737.4499,126.6113,605.3448,136.4047,200.9052,149.4250,190.8694,207.9028,759.8681,569.3057,420.2365,,430.4720,1089.5821,289.5054,588.6816,,,
jal_prodShadow0_kaka,0.3097000000,0.3300000000,k,,boundary,a,1238.8575,1213.8713,1065.8733,899.5436,733.2140,684.8295,666.7595,648.6894,656.1230,2267.9793,2262.4878,2238.6873,2212.1583,2185.6293,2158.1347,2130.3918,2102.6489,2080.7109,3090.8791,3087.3526,3062.8025,3035.1195,3007.4365,2983.4532,2960.4209,2937.3887,2926.4984,4370.5263,4678.3015,4698.3440,4675.5079,4652.6718,4600.7166,4541.2771,4481.8376,4459.3051,,,,,,,,,,418.9236,428.2250,430.3099,431.3194,432.3290,353.7592,254.7360,155.7127,120.0599,145.3517,145.0573,170.6056,200.0051,229.4046,212.6859,184.1139,155.5419,182.1917,635.1754,584.6595,505.8135,422.7457,339.6779,292.9046,255.4597,218.0149,207.6268,2723.4479,771.8886,456.7474,385.4693,314.1913,316.7481,338.2819,359.8158,364.2575,,,,,,,,,
jal_prodShadow0_kaka,0.3300000000,0.4600000000,a,,k,k,792.8497,875.3185,949.7894,1006.9166,1015.3554,996.7052,955.0777,869.3664,782.9979,1899.5388,1809.3522,1724.2501,1697.5890,1699.9508,1711.4725,1578.7019,1403.7982,1752.1510,2828.3554,2683.8803,2687.1949,2682.5950,2670.5723,2104.4206,1731.4876,2005.0716,3054.4379,4294.1849,4150.4038,4240.0745,4222.5490,4146.1047,2728.6976,2806.5726,3201.5314,4748.3652,,,,,,4266.0842,4241.9332,4214.5054,,95.9255,91.6828,127.9866,80.0692,59.9474,68.9183,88.6800,145.0945,205.8284,229.8985,172.1344,151.5894,175.7931,150.5917,163.5855,2707.9066,2699.5504,136.5325,200.9881,342.7405,332.8673,368.1620,325.8880,3462.4424,183.4972,220.2140,191.3469,275.0139,618.1062,598.1373,434.6579,451.7863,288.0632,248.0415,418.6940,751.3195,,,,,,514.0013,310.8168,434.7846,
jal_prodShadow0_kaka,0.4600000000,0.5800000000,k,,a,a,1046.1067,1005.4100,907.4871,948.5454,1028.6580,1181.5026,1103.0088,1076.4526,858.1037,1964.3208,1780.8190,1767.4272,1663.4651,1835.5986,1867.5296,2017.0172,1951.1621,2022.0779,2830.6116,2810.8403,2941.3202,2842.3731,2994.3609,2952.0590,3030.1146,2611.5730,2423.1103,4236.4612,4105.3363,4206.8411,4310.2424,4276.1522,4459.9761,4242.5792,3640.0297,3498.2110,,,,,,,,5214.8262,5142.7325,130.8602,108.7509,176.5656,725.0219,323.4889,529.2979,285.9779,684.1457,617.4495,434.9342,197.3650,148.2019,259.8960,265.6556,194.3588,350.7186,158.6749,128.6273,371.6968,225.5510,288.6963,307.4941,590.2445,300.0094,620.5815,723.6041,1268.9242,734.0167,419.4211,908.7877,660.4849,616.9358,680.4818,525.9992,457.1693,602.5897,,,,,,,,591.1719,546.4897
jal_prodShadow0_kaka,0.5800000000,0.7579000000,a,,k,boundary,779.1471,862.5061,911.6140,927.6036,917.8275,905.6365,924.6784,1058.1226,178.1208,1867.1761,1822.5265,1762.9648,1724.7395,1343.5991,1665.3929,1584.4470,1635.5877,1520.8528,2790.4710,2676.2620,2120.1348,1745.6726,1658.0889,3118.2329,3368.6545,3359.0131,1677.6137,4302.7594,3862.8434,2744.1583,2854.9155,2990.0328,4186.1712,4122.2863,4112.2598,3519.1633,,,4138.1741,4166.7247,4143.0443,,,,4260.1768,65.9928,68.6276,90.7669,82.0881,103.3071,194.7534,307.8309,524.9131,1406.7266,140.4677,124.4411,97.9905,142.2330,2840.8434,264.5826,323.5319,317.0327,283.1978,261.5743,1613.3070,3726.3869,2207.6605,152.9744,155.1831,180.9390,153.3819,1174.1570,444.4463,398.0337,227.8120,122.9023,147.9094,209.5951,261.3517,163.1056,532.1929,,,504.9392,381.4243,488.5016,,,,227.0870
jal_prodShadow0_kaka1,0.3472000000,0.3700000000,k,,boundary,a,1194.7216,1148.8906,1030.9789,913.0672,808.5418,726.0505,643.5593,634.1298,666.4947,2146.1402,2132.9996,2119.3505,2105.7015,2094.7004,2088.0582,2081.4159,2051.4702,2008.1939,2586.1906,2594.3703,2646.6439,2698.9175,2735.7085,2747.0146,2758.3208,2822.9609,2918.1102,2976.0952,3001.1918,3030.2628,3059.3338,3076.6594,3074.6517,3072.6440,3399.0969,3913.4426,4683.6538,4696.2020,4693.0065,4689.8110,4682.3669,4667.9294,4653.4918,4648.2382,,517.6016,558.4328,650.1994,741.9661,724.7161,528.0216,331.3271,239.1956,206.8785,332.7016,334.5608,357.6037,380.6465,427.6491,514.0901,600.5311,540.5192,396.7303,2578.8985,2290.3117,2128.7843,1967.2569,2093.2354,2692.4562,3291.6771,2717.4080,1471.8549,508.7882,519.7562,521.0328,522.3095,484.3931,381.9638,279.5345,289.1741,362.9215,569.3929,452.6309,384.0972,315.5635,266.0506,247.8463,229.6420,223.0178,
jal_prodShadow0_kaka1,0.3700000000,0.4900000000,a,,k,k,794.6913,841.7746,911.9239,971.2401,968.0931,947.6146,911.4218,881.9799,881.6060,1863.1055,1746.4170,1673.6908,1657.8177,1645.4219,1616.3341,1653.5750,1720.4195,1737.9591,2996.5727,2707.4402,2789.7510,2840.2816,2792.1792,2725.6782,2494.7456,2728.8286,2841.5110,4334.6453,2947.3684,3096.0424,4215.7919,3243.7200,2760.8905,2744.1444,4213.0212,4503.0972,,4297.7487,4281.8429,,4209.9750,4171.9505,4185.3550,,,111.4213,89.9770,122.8298,83.0425,64.8684,79.5623,105.6772,149.2561,248.1646,215.3058,211.4247,155.5507,160.3653,148.1655,131.0822,166.0750,121.7541,126.6884,307.3448,2791.6341,1068.5706,150.3265,2402.6559,2954.4971,3144.8565,183.7538,132.5959,440.9953,1747.5535,6039.8632,822.1774,3309.0171,192.2651,196.8023,598.1133,909.5077,,315.1146,382.9261,,562.8850,329.8582,271.8165,,
jal_prodShadow0_kaka1,0.4900000000,0.6100000000,k,,a,a,835.4142,903.7699,1154.6962,1131.4895,1315.6617,1159.1873,922.2941,909.4303,1013.3165,1638.8879,1628.9861,1721.7311,1776.2047,1851.9072,1840.5863,1831.9515,2078.5991,2059.0981,2742.2751,2894.8718,2875.5585,2852.6947,2928.2632,2836.3300,2863.7166,3000.9346,3101.8983,4204.0566,4198.6591,4146.4094,4280.2814,4261.0375,4313.6526,4230.5626,3163.7004,4914.0673,,,,,,,,5095.6478,,304.4620,481.0030,837.0863,466.5487,704.0883,1222.2434,734.1403,421.8286,542.1615,262.1149,153.4275,533.6400,455.2323,699.3235,1044.2056,396.4060,88.4957,64.6986,176.6700,223.9479,335.9280,327.6677,557.5616,478.1291,525.1241,1607.1763,134.8458,707.4488,704.2111,774.1301,541.9396,508.4585,774.1186,923.9297,1355.8819,529.2794,,,,,,,,391.9563,
jal_prodShadow0_kaka1,0.6100000000,0.7454000000,a,,k,boundary,736.8218,804.4656,844.5380,883.0753,876.9612,856.4375,881.7434,1034.9351,1106.4966,1706.5354,1689.6777,1620.2983,1258.4763,1267.4341,1161.2651,1272.8826,1586.5363,1549.9713,1876.4265,1798.6514,1720.3838,1719.4511,1665.4660,1629.8524,2336.9422,3035.3109,3203.4611,3051.5190,2887.1604,2719.4999,2742.1569,2771.4655,2873.8403,3435.8404,4034.4009,4048.2982,4232.8925,3958.6208,3849.3801,3934.9441,3839.8877,3895.6357,,,,110.4930,117.9152,134.4092,146.8457,163.4542,899.7879,610.9359,620.8933,737.0621,3077.9898,2151.6141,2312.5676,2771.4962,2171.3116,1024.7060,227.8793,590.7252,368.9309,226.6280,209.8144,184.9134,136.8408,136.4342,159.1553,249.5651,357.1310,373.7815,243.8294,287.2018,251.5244,265.2791,222.8342,214.8584,374.5463,803.0239,354.5788,754.2326,394.2745,303.8264,797.7259,581.8647,180.4119,,,
jal_prodShadow0_kaka2,0.3857000000,0.4100000000,k,,boundary,a,974.2229,1020.4295,1080.5805,1125.2286,1072.0474,1018.8662,923.1223,794.7353,666.3483,2090.2158,2091.6646,2092.1924,2092.8552,2094.3697,2095.8842,2078.6192,2046.9515,2015.2838,2394.1862,2529.6685,2717.6474,2879.5018,2876.4988,2873.4959,2873.1294,2874.7850,2876.4407,3429.2786,3733.7188,4165.8057,4533.6499,4496.0945,4458.5391,4429.1539,4406.0347,4382.9155,4922.3117,4924.6220,,,,,,,,680.1088,645.1197,594.8379,556.0193,589.5390,623.0587,527.9073,334.0726,140.2379,182.9902,206.4895,246.1747,280.9337,284.6056,288.2776,268.7120,231.3246,193.9372,1474.1597,1338.0879,1121.7583,926.5534,864.6542,802.7551,697.8645,560.0019,422.1392,966.1579,834.6411,641.1176,457.0199,332.4042,207.7884,148.6338,139.6842,130.7346,640.4924,633.1054,,,,,,,
jal_prodShadow0_kaka2,0.4100000000,0.5300000000,a,,k,k,747.5203,820.7749,882.3958,904.9203,921.6017,903.3393,881.3086,866.4633,799.2834,1875.6782,1819.4096,1760.9723,1711.6259,1680.3538,1677.0206,1664.4249,1593.6882,1673.2886,2706.1504,2686.6739,2565.0276,2143.2899,2068.3524,1938.7903,1709.6125,2439.9194,2830.3072,4050.4666,3997.1102,3817.0287,2592.8256,2553.1191,2584.5333,2689.7900,3782.4611,4170.9952,,,,3988.5816,3967.0386,3985.1587,3971.9371,,,100.0511,100.2131,122.3596,114.8835,112.6804,119.9020,152.0169,170.8564,231.5564,132.8295,127.6607,162.8153,199.1778,168.4973,218.4636,1472.6611,764.3755,106.6728,318.5408,297.7000,738.1240,4176.3614,3954.6899,1921.8441,461.0099,218.1499,235.6229,452.9502,634.9699,344.5920,351.3165,302.7922,315.2103,323.4459,429.5801,330.6086,,,,281.9389,404.2498,229.2958,230.6774,,
jal_prodShadow0_kaka2,0.5300000000,0.6700000000,k,,a,a,510.3840,967.2625,1039.0880,1269.8559,604.7689,912.5615,1094.1409,977.8512,1087.9987,1861.6262,1911.6337,2026.9608,2255.0227,1738.0991,1663.0455,2002.2075,1892.7243,2067.4034,3200.6894,3009.7088,3262.7649,3208.1441,2679.5613,2722.9432,2992.7071,2757.4777,3007.9712,4413.9527,4421.3553,4873.4899,3864.7421,3848.9955,3731.3398,4261.0415,3621.5176,4236.8967,,,,,,,,5159.7914,,1000.9771,469.6715,1065.6014,615.2457,1067.6016,816.4876,764.7655,442.0026,552.1879,174.6232,313.1591,899.3776,1145.4406,577.7874,613.4238,387.9934,267.4426,237.0715,679.8220,566.2226,718.9111,800.1727,771.5880,693.7991,996.2507,818.8048,855.5065,1032.5062,1247.9013,1630.3089,2396.7221,958.7091,1181.2599,995.8162,893.9031,898.1901,,,,,,,,976.0130,
jal_prodShadow0_kaka2,0.6700000000,0.8255000000,a,,k,boundary,749.3343,760.7271,876.2444,924.0995,981.0016,992.3151,1003.2567,983.9068,962.6817,1832.9910,835.1263,1750.5629,1691.3241,1698.2683,1715.5612,1702.3833,1601.2978,1587.8200,2776.5740,1786.5027,2636.1978,2716.9683,2787.8021,2818.8213,2903.2115,3021.0831,3029.7475,4028.0885,2674.6604,4090.9259,3926.6434,3905.8196,3810.4895,3841.8446,3855.2161,3881.2950,,3997.3071,,,,,,,,109.9034,4075.4926,108.8814,127.6585,163.9511,256.3493,276.1670,555.6539,784.3829,205.9055,282.7948,211.3908,196.0012,168.5295,168.8688,170.8894,220.3164,259.2869,309.7692,177.2906,266.9828,354.4798,333.2045,169.3852,329.0725,320.7962,314.7996,959.0890,287.4048,1806.5166,1236.0883,505.6855,386.6761,257.2557,411.8778,308.9148,,591.1888,,,,,,,
jal_prodShadow0_oba,0.4917000000,0.6332000000,o,,boundary,β,615.4193,630.9220,629.5009,622.9281,616.2362,608.5201,600.5749,583.1582,544.4410,921.2602,977.2091,1030.0419,1027.0571,1030.6694,1030.3935,1022.4515,1004.3917,981.8328,3475.2083,3446.8837,3427.9528,3480.9447,3503.0814,3530.2924,3478.6116,3431.6614,3428.3303,3860.9264,3907.4230,3948.1745,3937.2778,3952.7466,3939.5615,3962.4235,3977.9034,3941.4638,,,,,,,,,,139.9187,113.9457,93.3371,80.8895,60.5724,50.7002,49.5299,61.0276,122.4745,114.8568,191.9964,162.3533,166.7144,124.5355,81.5528,52.5617,46.0651,58.0385,201.6252,163.2851,168.5180,219.1489,137.9083,244.6619,142.9001,218.6002,227.6617,281.5629,207.4500,183.7553,268.7053,174.9734,311.0886,286.2719,401.6984,335.5296,,,,,,,,,
jal_prodShadow0_oba,0.6332000000,0.7134000000,β,,o,a,232.4854,208.3933,193.7866,192.1338,190.3191,187.0201,253.5237,1338.6585,613.1006,1071.5148,1095.3664,1166.1595,1202.6029,1216.8669,1273.1307,1790.4085,2271.8708,1538.7858,2996.3504,2566.2017,2440.5288,2549.4939,2705.3557,2530.4988,2579.6157,3488.7694,2572.6167,3817.2734,3730.8418,3791.9943,3807.8779,3703.1814,3607.7640,3817.7767,,3612.3820,,4868.8475,4817.0828,4876.6320,,4965.5845,,,4790.7408,333.8613,164.5305,94.1566,99.3171,108.3673,97.9141,159.0442,675.9443,260.9304,199.9172,215.3509,242.8467,254.8428,308.2894,519.1384,969.6569,886.6548,353.0517,786.0013,714.0766,506.4565,546.5651,942.0505,864.8998,1108.6715,1305.3550,683.8916,461.0528,675.4954,675.4490,724.7375,747.9939,882.2645,994.3146,,752.1804,,1185.8959,870.0148,1051.3695,,829.5976,,,1014.9473
jal_prodShadow0_oba,0.7134000000,0.8835000000,a,,β,boundary,728.7090,800.3286,453.1559,878.4058,904.8559,918.4907,906.4839,690.6285,876.6307,1397.9419,1419.7752,869.2809,1250.0057,941.5391,1041.7154,1490.6122,957.1182,1668.5105,3336.0860,3387.0072,1461.8771,1456.8057,1473.0957,1488.5366,1765.3390,1653.7172,3240.0616,4196.8787,4202.1964,3367.3207,3350.7405,3259.0822,3226.8293,3248.2965,3293.1785,4167.5939,,,4178.9789,4145.8498,4117.1311,4071.5199,4105.8665,4181.1332,,48.4997,73.9174,3525.8450,94.3342,64.2812,124.6226,294.3243,1328.6833,332.8553,63.9308,83.4443,170.5227,1780.0612,3308.5102,2521.9075,459.1003,269.2026,429.0905,127.5431,117.2345,55.1427,98.0969,129.3718,187.8118,1217.4893,433.2678,702.9290,269.5358,267.8736,108.1915,113.9957,113.8981,123.1166,211.5066,120.5616,276.2612,,,175.5902,154.0053,169.6002,423.9115,294.0132,224.6292,
jal_prodShadow0_oba1,0.4607000000,0.6073000000,o,,boundary,β,654.8777,646.0652,625.8302,609.4309,598.4979,594.1099,589.3429,569.2605,536.6179,947.5645,996.3994,1037.9219,1023.6368,1004.6340,1000.5093,1016.2285,1053.4208,1074.0901,3425.2174,3457.8497,3451.9357,3438.2536,3402.9525,3477.1019,3354.1192,3343.5653,2052.8686,3939.3627,3989.7324,3955.5858,3907.2546,3979.9011,4015.2664,3984.3739,3983.1571,3649.8900,,,,,,,,,4066.8490,129.1104,84.2214,57.0554,47.3563,40.4523,46.5312,55.2869,46.6388,55.9133,121.3375,217.3000,138.5590,81.5833,51.2576,57.0658,87.6506,100.4207,129.4542,270.9924,303.4416,163.7023,124.2316,145.9254,245.3860,627.3238,159.0518,3674.5439,243.1646,282.4188,193.2304,374.3549,196.8193,298.3613,226.3723,244.4555,133.8017,,,,,,,,,102.0127
jal_prodShadow0_oba1,0.6073000000,0.6700000000,β,,o,a,355.4811,228.3762,217.2684,225.7027,213.9614,198.1933,203.1659,222.8793,411.9649,1197.2684,1187.9210,1162.6601,1137.0907,1147.9530,1236.4495,1255.8569,1295.5464,1344.9982,3097.7284,2974.8648,2781.3134,2756.8376,2742.5246,2667.0094,2614.6306,2549.5009,2657.6035,4021.4539,4031.7539,3906.6780,4023.6812,4036.4181,3901.5997,3857.2707,3647.8576,3469.8629,,,,,,,,4597.1201,4478.0381,825.1865,356.1795,175.2268,199.8202,177.0242,111.5149,131.4557,221.1955,215.2315,296.3188,393.5970,292.9562,367.0779,330.1691,300.5277,288.2572,293.8411,344.6228,425.5258,568.1103,769.1557,817.3197,753.2456,746.0142,844.7909,820.9706,1096.0308,304.0931,482.7030,1008.8218,1969.3571,1123.6001,860.6325,666.8945,618.6053,597.5234,,,,,,,,686.5819,852.8601
jal_prodShadow0_oba1,0.6700000000,0.8445000000,a,,β,boundary,651.7574,743.2618,821.7807,862.2213,471.5811,869.2771,872.3405,812.3153,1660.4756,1409.3680,1441.8025,1298.6713,1532.3963,922.6703,997.5033,1577.2257,1708.1486,2650.4055,3261.0017,1637.4080,2102.3686,3266.2231,1682.3941,1580.1222,3259.4828,3238.6709,3893.6649,4157.2789,3290.0501,3613.2799,4000.7131,3320.7254,3240.8956,4199.5569,4211.1221,4151.5798,,4165.6198,4222.5519,,4257.8097,4218.1676,,,,80.7295,73.1752,97.6616,66.6694,3684.4838,865.5521,163.0610,473.0703,240.4103,94.3984,96.6882,1808.4721,85.5716,84.5102,1867.3477,198.9028,303.6210,369.3747,99.6381,2529.5723,148.1884,312.2135,120.0150,121.1557,178.5118,394.9350,2467.7797,250.3271,176.5224,274.2864,964.2787,227.1144,163.9731,871.5102,671.0785,337.6370,,237.0265,206.4255,,627.4251,600.3587,,,
jal_prodShadow0_oba2,0.5491000000,0.6918000000,o,,boundary,β,598.9867,597.6912,584.1218,578.7490,569.2463,559.6824,543.9516,518.0128,460.9266,956.5273,950.4758,949.6760,955.1380,951.8214,944.1320,942.0190,937.4752,1013.0888,3433.2808,3400.4358,3401.1583,3366.1497,3365.0763,3390.8774,3360.0239,3414.4044,3369.7920,3893.7570,3936.7126,3909.8407,3944.3456,3909.2166,3963.6916,3775.2184,4002.1531,4012.3138,,,,,,,,,,61.4807,54.3633,45.8104,47.6187,51.4359,50.5173,49.6974,85.0435,180.5883,107.1912,112.5693,74.2105,67.1065,63.4403,77.3054,99.4757,135.0859,146.9884,350.2050,195.8437,234.7324,225.1918,219.1120,263.1854,1626.2549,147.1718,213.7277,239.1257,186.4377,221.5854,213.8136,158.0804,152.6436,164.0381,127.0344,347.9395,,,,,,,,,
jal_prodShadow0_oba2,0.6918000000,0.7537000000,β,,o,a,264.0248,236.6180,225.4940,200.4761,199.6285,223.5456,247.9673,364.5506,536.3559,1091.6392,1127.8512,1155.1185,1148.1873,1139.1226,1190.7153,1265.6672,1268.8715,1274.1375,3140.6722,2890.4395,2824.5988,2938.4544,3106.9871,3230.2648,3230.7355,3242.2339,3281.1447,3772.9694,3749.4133,3688.1678,3772.4112,3912.7341,3967.1546,4069.1732,4117.4101,4112.8175,,,4952.6564,4795.8173,,,,,,342.5185,241.4842,202.5785,303.2478,375.9790,366.8666,431.2675,511.3166,310.9737,182.8784,209.4568,264.2722,372.1952,499.8911,488.1258,316.9419,208.0971,122.1958,1071.4662,913.3581,1057.0630,1232.1675,1005.9852,814.8272,650.6842,420.8519,259.1462,691.8074,565.7482,609.4202,648.6423,737.3351,967.7825,888.9219,602.5666,403.0759,,,1362.6091,1257.7863,,,,,
jal_prodShadow0_oba2,0.7537000000,0.9379000000,a,,β,boundary,691.2767,782.0728,853.3948,876.9740,936.8585,965.4674,1014.9412,665.1249,525.1803,1328.0902,1392.7429,1460.4743,1488.4631,1551.6536,1722.2490,1699.8863,1218.5662,1686.6921,3301.9925,1732.6810,1703.7220,3042.1040,2074.6072,3261.1245,3341.2968,1681.7161,1758.3782,4120.1524,3378.9985,3350.8302,4023.8033,3378.0673,3631.1972,4241.1740,3424.6861,3424.1145,,4211.7599,4249.8342,,4317.3775,4185.4311,,4205.0238,4176.3489,43.6922,44.5551,67.3694,25.3681,56.7283,88.3347,211.3661,774.0688,738.5068,85.7019,106.4386,130.1663,651.2524,85.5216,164.9083,150.1096,4389.1577,168.6931,105.9889,2645.6289,2255.5434,246.6237,3596.9518,275.3971,80.1032,199.6375,1776.9678,282.5178,134.5157,176.6420,884.4605,294.7972,3069.8891,450.4347,321.0851,253.0328,,219.1787,515.4275,,250.2005,509.2353,,291.3046,60.5327
jal_prodShadow0_oka,0.4791000000,0.5665000000,o,,boundary,k,619.5359,642.4238,640.2096,636.0019,625.7332,611.2630,593.9687,554.3950,481.2174,1002.1382,1018.5188,1042.8833,1054.8557,1051.7340,1045.4833,1039.2683,1033.9973,1033.0807,3421.5014,3478.4699,3470.6488,3437.5079,3432.3515,3447.2632,3465.3816,3446.9918,3430.3942,4086.0463,4098.9152,4149.0685,4134.8441,4148.2615,4180.6734,4148.4239,4159.0489,4241.9591,,,,,,4228.1658,,,,77.8209,85.3005,75.6992,69.6244,65.1730,74.7519,113.7837,196.0958,260.0847,95.2084,159.3523,147.1525,107.9039,72.1245,47.2237,33.5382,20.3997,11.1161,117.0394,134.6575,112.0428,117.5626,126.5709,280.4288,313.1353,249.3281,292.1275,742.3177,270.7848,279.1659,218.7858,185.6420,186.0153,146.9691,224.7820,245.2777,,,,,,5969.5736,,,
