file_name,start_time,end_time,phoneme,word,preceding_phone,following_phone,f1_10,f1_20,f1_30,f1_40,f1_50,f1_60,f1_70,f1_80,f1_90,f2_10,f2_20,f2_30,f2_40,f2_50,f2_60,f2_70,f2_80,f2_90,f3_10,f3_20,f3_30,f3_40,f3_50,f3_60,f3_70,f3_80,f3_90,f4_10,f4_20,f4_30,f4_40,f4_50,f4_60,f4_70,f4_80,f4_90,f5_10,f5_20,f5_30,f5_40,f5_50,f5_60,f5_70,f5_80,f5_90,bw1_10,bw1_20,bw1_30,bw1_40,bw1_50,bw1_60,bw1_70,bw1_80,bw1_90,bw2_10,bw2_20,bw2_30,bw2_40,bw2_50,bw2_60,bw2_70,bw2_80,bw2_90,bw3_10,bw3_20,bw3_30,bw3_40,bw3_50,bw3_60,bw3_70,bw3_80,bw3_90,bw4_10,bw4_20,bw4_30,bw4_40,bw4_50,bw4_60,bw4_70,bw4_80,bw4_90,bw5_10,bw5_20,bw5_30,bw5_40,bw5_50,bw5_60,bw5_70,bw5_80,bw5_90
bco_prodShadow0_ada,1.0690000000,1.2500000000,a,,boundary,ð,848.4687,886.1549,929.6822,864.0324,881.0493,843.9202,816.3703,729.1788,584.2215,1562.1224,1521.3358,1540.5636,1426.3482,1434.7376,1404.8069,1391.7019,1414.8713,1382.6027,2367.8615,2358.8470,2354.9459,2325.4446,2331.2082,2347.2586,2389.5717,2529.0359,2559.7704,3328.0080,3102.8775,3166.7173,3195.1071,3292.0114,3300.4188,3296.5581,3644.3251,4049.5600,4512.6636,4437.1803,4470.2860,4559.7140,4836.9768,4704.2065,4845.5930,4751.7446,,146.6607,200.3273,255.3789,138.4995,134.3374,128.1199,121.4471,118.7901,123.4796,264.9707,277.6480,361.4769,152.8138,189.5064,147.7062,135.6478,118.1782,111.5870,125.0745,117.2714,127.4607,165.1959,171.5682,123.6141,147.4375,189.9333,56.2326,775.3354,842.4030,1147.1115,803.5968,945.4114,919.9936,846.1878,771.6350,688.2138,907.4955,642.5521,316.7577,241.4504,308.6065,370.3482,543.9477,1151.9458,
bco_prodShadow0_ada,1.2500000000,1.2781000000,ð,,a,a,364.7571,360.4694,357.4630,369.0721,380.6812,391.4206,402.0125,424.3810,453.6780,1335.6847,1319.9459,1305.9875,1312.3371,1318.6867,1323.0079,1326.9855,1331.8502,1337.2368,2556.3745,2553.0185,2550.0305,2551.2405,2552.4506,2569.1996,2588.5819,2597.4963,2600.2522,3993.6265,3959.9217,3927.4322,3908.8062,3890.1802,3867.9600,3845.1307,3734.6899,3572.7039,,5156.5727,5156.0284,5149.2747,5142.5210,5141.5424,,,4811.3998,327.4908,262.8277,202.0580,185.6997,169.3413,152.8652,136.3691,126.0147,119.2738,168.0483,131.7923,97.1845,81.3777,65.5708,62.7104,62.0439,67.1054,75.5368,95.8693,87.8344,80.5670,82.0541,83.5413,89.5421,96.3077,87.6081,69.8096,212.7195,351.3274,483.6246,543.9367,604.2488,636.6338,664.2863,705.9414,755.8347,,795.1097,788.5356,706.9716,625.4076,613.5886,,,1433.4423
bco_prodShadow0_ada,1.2781000000,1.3456000000,a,,ð,boundary,502.2348,540.2256,574.3604,603.8005,627.1771,649.3604,672.0234,678.4103,751.2188,1347.8204,1361.7128,1380.9401,1387.5299,1390.8388,1392.6479,1393.0439,1384.6678,1397.5085,2609.5285,2625.5912,2649.0515,2660.3281,2671.9210,2680.3069,2671.2681,2661.4066,2644.1007,3543.3345,3580.1446,3660.7518,3351.2821,3095.3819,3814.7079,4221.9835,4091.5660,4018.3685,4513.4390,4517.6816,4691.6460,4736.9954,4747.2234,4525.2376,4943.1195,4923.2724,5104.0374,90.0103,105.9480,128.8472,121.3138,99.2567,69.3740,51.1175,28.8160,59.7766,78.6374,92.9938,108.6531,109.1706,101.6626,83.4024,63.5266,40.4047,130.2083,45.3630,46.1182,33.0509,39.9284,63.6912,45.1535,51.0722,57.2809,87.7005,1079.8959,1156.0232,1069.9250,1000.9546,766.0752,758.6408,572.3780,823.1623,474.0145,798.8152,828.2699,1018.6540,763.3035,687.2027,1244.1185,2708.1146,2452.5725,1642.8266
bco_prodShadow0_ada1,0.8276000000,1.0300000000,a,,boundary,ð,896.5233,935.6673,852.6716,852.4902,868.9011,852.8753,838.6978,774.3750,632.7300,1534.5566,1543.8247,1475.2724,1444.6849,1451.0815,1428.5080,1430.3602,1484.0482,1450.9958,2375.2090,2429.3533,2334.4880,2338.4494,2356.6424,2370.4290,2409.3310,2452.4261,2684.4404,3361.0606,3375.0587,3186.2248,2839.1288,2909.4027,2863.1633,2971.9195,3586.0773,3949.9456,4755.9804,4609.7783,4682.9325,4720.6893,4698.0683,4627.9856,4706.3235,4620.4476,,254.6492,325.5445,119.2217,111.6892,159.3746,127.0189,130.2708,184.1374,172.3295,257.1800,326.5402,213.1404,177.8854,208.7940,196.6086,173.2258,277.6662,146.5636,135.4097,158.4406,82.1653,88.0449,69.1700,67.4734,71.7359,105.5036,78.3141,402.6202,826.0760,591.4419,479.5053,641.9722,525.6900,685.6849,930.4287,527.2564,884.0903,801.8312,729.6950,348.9988,443.0101,395.0299,481.2223,810.4656,
bco_prodShadow0_ada1,1.0300000000,1.0700000000,ð,,a,a,374.6612,371.6453,374.2327,384.1345,425.2932,455.9777,478.8530,502.2717,524.9444,1354.2983,1348.5699,1349.3782,1353.4403,1360.2006,1363.2207,1363.7124,1389.6378,1417.9064,2571.8713,2594.4199,2612.1927,2626.4195,2631.2011,2635.7133,2639.8847,2630.4813,2625.1775,3814.1404,3813.8334,3781.4495,3751.7422,3828.0491,3939.3336,4072.5575,3802.5090,3571.2983,5170.7970,4988.7338,4817.0620,4665.6096,4614.6875,4592.9287,,,,326.6118,322.1113,295.1112,258.8816,225.9718,186.5144,142.5597,136.2149,117.1952,100.1126,88.5034,89.3376,94.6539,94.1541,98.2251,106.0716,149.3395,182.1282,152.9551,158.9600,131.1951,92.6481,78.7231,64.7598,51.0805,67.7162,74.9408,741.4535,814.9965,887.0211,961.5948,1056.6820,943.7008,679.6629,821.4198,858.3547,1538.9907,1676.2285,1381.4434,955.4323,887.3384,858.2421,,,
bco_prodShadow0_ada1,1.0700000000,1.2256000000,a,,ð,boundary,642.2890,700.5142,768.5676,768.6215,772.1157,820.7215,803.9921,800.3935,802.6968,1452.7745,1446.3679,1443.6678,1423.5283,1409.4164,1427.2734,1454.8659,1466.0734,1493.4457,2677.2803,2688.7030,2549.7837,2517.0935,2571.8587,2569.4504,2523.9773,2513.0513,2517.6881,3735.5476,2740.4332,3136.9514,3129.9886,3443.3873,3331.8681,3300.3787,3465.3393,3539.9081,,4838.8800,4564.0839,4723.0782,4759.0573,4916.7384,4849.1078,4929.6120,4977.1697,102.0655,87.4495,97.3432,75.7962,141.3491,96.6685,123.6495,119.9373,131.3262,104.6323,123.6624,149.1584,102.2035,405.7689,202.3503,115.9470,124.4563,102.5041,60.2751,517.4466,184.8546,179.0142,248.9494,382.8648,219.5756,189.1532,353.6669,1272.5839,470.8822,1211.5680,575.9398,494.2060,705.6077,297.4209,417.8122,535.3554,,730.0237,530.7572,539.7424,561.2447,440.7271,639.5201,476.5907,607.7396
bco_prodShadow0_ada2,0.8941000000,1.0379000000,a,,boundary,ð,854.6660,822.4608,817.7600,796.4215,782.6144,776.6478,753.2981,717.3070,626.9727,1444.2078,1430.4052,1440.0511,1345.2751,1322.2046,1313.9788,1320.9972,1333.4801,1338.2967,2417.6029,2426.8395,2493.0532,2427.0293,2431.9221,2455.3919,2518.4966,2594.2392,2605.3800,3229.2483,3276.2991,3409.5412,3210.5797,3322.3897,3468.7641,3474.3105,3494.2835,3751.9785,4453.9910,4421.5886,4418.4428,4518.6213,4486.6274,4583.3007,4514.1760,4430.2264,4270.1003,213.9336,139.5917,133.5127,125.9033,100.0064,100.8198,68.8410,73.4936,144.5189,234.7969,264.3591,352.1241,144.7069,87.2954,80.1961,55.3882,76.4841,93.3689,218.6605,216.1661,226.8733,180.2879,237.5258,182.4433,214.6758,195.9471,141.0528,260.3869,530.2670,909.9730,353.4293,442.3981,623.5356,846.5169,1393.9428,2188.6432,200.9173,180.4666,197.0214,180.1371,204.4720,192.0595,207.8944,653.9835,876.0037
bco_prodShadow0_ada2,1.0379000000,1.1069000000,ð,,a,a,359.9006,429.3896,523.7418,236.0483,426.7978,1124.7493,863.3393,764.5664,639.7781,1259.5232,1295.0951,1308.2784,1113.6191,1289.1350,1507.1963,1538.0500,1516.0288,1432.3164,2572.1898,2602.4506,2803.9839,2697.6109,2545.1469,2853.2680,2874.0200,2728.7165,2579.4217,3928.0081,4007.5790,4114.7013,4092.3417,3825.2911,4081.5693,3924.8647,3769.2128,3852.9263,,,,,,,,4961.5453,4900.5191,419.7836,364.6259,540.4922,1067.8961,653.8769,474.7253,566.4821,606.7178,522.2452,180.0161,228.7794,666.6785,569.3461,907.4196,3313.5811,718.8577,516.6259,354.2534,299.1047,451.7619,632.4555,613.0995,476.9749,516.0266,508.6667,457.0342,170.5928,621.3655,565.5130,530.5182,887.5482,1084.0001,862.2134,840.1326,751.9086,579.7208,,,,,,,,856.0689,1655.2405
bco_prodShadow0_ada2,1.1069000000,1.2199000000,a,,ð,boundary,620.2061,691.3630,686.4737,718.1096,786.5288,757.7336,780.6742,773.6486,813.5877,1386.3497,1420.7346,1443.6899,1385.6982,1469.2075,1465.5757,1512.4565,1520.2028,1580.4837,2560.9926,2572.9519,2607.5393,2698.6402,2647.5137,2693.4575,2703.3836,2649.3848,2592.9674,3247.7808,3011.3250,3608.4770,3481.2396,3930.7217,4029.7250,3375.5903,3481.4068,3832.2987,4164.4299,4434.1453,4869.1752,4817.3350,4501.1811,4502.3146,4655.3768,4612.7079,4648.7026,128.3032,135.4513,81.5485,75.7498,157.3114,134.0452,350.1089,170.3216,344.6605,134.8321,151.6717,177.7149,124.5526,145.8052,90.3188,288.7739,235.6843,372.5301,52.3977,85.8454,62.8721,312.2214,156.8645,149.9024,266.3511,126.2076,121.0967,1293.3199,616.6436,650.6500,928.7961,615.2178,430.4100,948.4822,915.2523,805.5604,275.9190,539.3882,736.9447,669.9181,607.8940,1046.7570,593.5097,663.1932,746.2456
bco_prodShadow0_apa,1.1500000000,1.2819000000,a,,boundary,p,826.4087,864.3296,806.8701,820.1652,829.7943,852.1613,851.2664,820.9752,776.8570,1289.9216,1302.8840,1281.1394,1266.3559,1271.7103,1268.4033,1257.5876,1217.6109,1214.8963,2437.8777,2405.4980,2406.2577,2425.9757,2418.4447,2431.1525,2431.3472,2417.3110,2367.8889,3313.2836,3031.2234,3205.9906,2996.2182,3120.7384,3517.7572,3607.2342,3428.3914,3670.6960,4543.2669,4440.7372,4416.7246,4563.1526,4682.6567,4671.4927,4689.5519,4706.6553,4755.4502,169.0196,242.1250,98.5828,126.0107,132.5993,167.8518,181.4792,128.3888,97.0525,179.3051,243.6478,118.7649,156.4899,129.1807,144.4463,168.0252,138.1365,155.6759,99.4151,85.0176,73.7223,110.7689,85.2500,87.5172,63.9115,61.8752,98.7389,624.9916,806.1224,726.1664,814.9478,905.1999,1733.9086,1915.6888,478.4743,212.1894,440.3307,303.2097,345.7631,206.4452,284.4150,270.5442,287.0669,305.5959,613.9755
bco_prodShadow0_apa,1.2819000000,1.4000000000,p,,a,a,1081.6105,1069.4968,1004.9364,1035.7992,989.2433,1007.1122,1030.4571,877.7118,579.0046,2319.9798,2167.1427,1858.5896,2136.4071,2185.0231,2189.7574,1752.7849,1820.8020,2008.6550,3241.6958,2828.4713,2800.0695,3114.6497,3188.0846,3184.6559,2689.2658,3037.3396,2310.5156,4539.9278,4318.3388,4496.5659,4427.6140,4817.5198,4539.5351,3918.8292,4137.3609,4125.6207,,,,,,,4833.2905,,4726.0184,189.5876,280.5380,255.9220,280.3435,431.5703,252.5047,476.7370,480.2492,178.9211,485.8851,565.2344,1002.6156,529.3889,1220.9193,495.1875,1178.9134,750.5470,1583.8877,1336.4414,1492.2333,748.2924,899.7161,648.3064,706.0321,1079.7314,1328.7225,746.9716,838.8811,721.7083,770.3109,798.3281,641.5405,666.7754,736.2824,756.7368,544.4410,,,,,,,1141.0522,,1112.5465
bco_prodShadow0_apa,1.4000000000,1.4424000000,a,,p,boundary,722.3307,733.2961,751.3749,769.7173,785.3824,806.3850,820.2249,821.7950,791.7888,1144.3510,1161.7365,1180.2899,1194.8895,1201.2812,1216.5718,1230.0876,1238.7755,1228.0282,2377.8155,2398.5597,2420.7458,2437.1766,2441.7753,2459.9081,2472.6733,2473.9948,2440.5447,3225.0591,3223.0138,3195.6228,3212.0545,3325.0236,3336.1997,3420.4409,3641.0105,3747.7971,4741.0932,4716.2954,4692.3324,4697.8520,4760.2977,4823.7411,4863.5752,4866.8830,4872.1949,131.5998,149.7737,148.0285,152.5672,178.2516,172.6771,166.4428,166.5697,139.9411,116.8659,119.7442,114.9694,115.6083,130.2007,155.8513,167.2354,154.0806,134.7328,96.2547,100.2249,111.9896,114.3841,95.0715,101.0432,105.0715,100.1473,240.9734,556.5316,569.2264,525.8632,496.8485,520.8597,519.1649,572.4697,716.3820,557.1159,287.4803,228.1523,240.5551,251.5013,227.4491,313.9737,319.5411,174.5765,139.0257
bco_prodShadow0_apa1,0.8394000000,0.9559000000,a,,boundary,p,841.5598,816.2913,822.9195,827.4021,842.5099,830.7558,815.1591,805.8385,770.9466,1359.4561,1318.9887,1293.0975,1286.0073,1283.9293,1275.7808,1276.2629,1279.1123,1277.9960,2418.2652,2410.4948,2413.1391,2398.8850,2399.8976,2409.7937,2357.7765,2353.6021,2327.1183,3113.3625,3813.4675,3140.5712,3079.9505,3090.2548,3096.9189,3334.2446,3139.5862,3346.9362,4589.4193,4630.8413,4647.6376,4642.0625,4608.7252,4652.6879,4714.5907,4768.6410,4714.9385,185.3592,117.2941,135.5338,137.2628,153.7859,150.6242,123.0401,140.1355,141.2890,244.4485,151.2814,138.2285,130.8898,165.1690,157.5727,143.0778,181.0051,186.4035,136.1812,125.1173,155.5433,176.8254,159.1784,179.1842,142.0710,135.8627,187.4392,723.6095,1245.6215,1251.6413,888.3893,1147.7537,861.4012,801.1084,733.0108,590.1354,317.3042,255.9799,213.9497,320.0972,258.1367,202.1432,453.7733,212.2996,289.8714
bco_prodShadow0_apa1,0.9559000000,1.0677000000,p,,a,a,739.5332,723.9707,417.6920,331.4813,982.6037,999.7781,824.3864,817.3539,673.3327,1625.1778,1043.1870,1126.0848,1202.6099,1687.2407,1168.3832,1543.8556,1822.9283,1828.1296,3010.3610,2436.2454,2487.6900,2375.4222,2792.4761,2424.9396,2590.6953,2666.2451,2396.2267,4101.3869,3722.1903,3704.4108,3873.6415,4081.6072,3469.5918,3708.6665,3834.4438,3459.7537,4609.9053,4876.7392,4814.9717,4853.7075,,4882.1241,4818.0865,4872.5723,4720.1256,582.0327,1231.4582,1523.3459,1435.6345,368.6318,336.2868,281.9726,350.0132,470.9095,385.0617,354.6848,346.2372,294.7597,1241.4547,2422.5214,820.0412,1085.2494,1390.6019,773.8302,481.4769,392.5475,604.4075,669.7501,796.2751,525.5930,851.3199,766.6244,1872.2338,1071.2464,1166.3714,966.6774,2176.9248,786.9575,775.9927,1497.1087,1269.1731,792.4021,969.3194,907.6760,881.1730,,964.0693,761.3194,1190.9784,765.1868
bco_prodShadow0_apa1,1.0677000000,1.1926000000,a,,p,boundary,733.3859,745.4888,756.7368,790.4758,775.8236,801.8422,800.2591,838.5127,833.3459,1307.2437,1325.2662,1352.4829,1355.9338,1355.6174,1376.6325,1407.7833,1447.4543,1447.9047,2318.7606,2336.1140,2419.3176,2451.2721,2401.5826,2403.2233,2396.1332,2426.8462,2417.2147,3145.1999,3022.4187,3211.1065,3414.7438,3388.7652,3575.1536,3567.0309,3637.1801,3585.6794,4718.2833,4808.7259,4725.7340,4767.0922,4900.6911,4811.4590,4787.6207,4848.1973,4899.8061,131.7149,148.6904,165.9923,197.7677,115.2367,111.7823,149.1314,170.2657,132.9693,248.3072,231.5897,187.7319,152.5460,86.4235,150.5464,129.8573,247.7591,171.2855,183.0059,167.5895,235.7407,184.3903,151.5761,157.0451,179.9671,154.2730,134.5018,270.3867,212.5826,515.8551,934.6831,359.8217,143.7478,524.4715,867.2436,725.3487,276.6605,329.5376,289.0530,576.7148,284.5729,471.2341,252.5158,308.1017,212.3442
bco_prodShadow0_apa2,0.7518000000,0.8788000000,a,,boundary,p,955.0121,870.9056,855.1641,847.0601,841.7070,836.5119,834.7283,795.9690,756.0401,1414.8586,1403.8538,1386.6707,1332.6149,1313.9597,1257.2811,1250.4015,1223.4198,1192.5454,2441.3412,2444.1632,2405.4564,2422.4591,2430.2576,2445.0390,2426.0963,2418.0676,2336.3171,3402.9969,3356.1131,3337.7451,3225.7444,3389.0493,3490.0729,3587.4222,3538.4398,3598.9037,4406.4645,4427.7212,4467.0558,4416.8425,4417.6037,4388.6479,4485.3714,4565.2038,4705.9644,326.3006,136.2838,133.7493,145.6037,140.8225,133.2919,131.8246,92.1275,98.1820,365.5494,304.4057,259.9069,195.2816,229.3695,147.7374,181.0241,96.4046,102.6554,126.8336,141.3452,124.0024,104.8416,76.1089,69.2158,73.8020,112.6133,96.1644,653.0370,483.0270,578.1957,593.9856,854.0810,811.6590,629.7729,531.8515,445.8185,797.7227,463.1181,427.6244,390.9759,407.5107,434.0104,449.3097,505.0045,376.8290
bco_prodShadow0_apa2,0.8788000000,1.0119000000,p,,a,a,304.0302,268.4533,944.5401,1033.7283,887.4070,911.3011,1076.6655,877.6494,592.4909,1015.2171,1286.3627,2254.8905,2102.9116,1519.1141,1199.8055,2069.5990,2298.8732,1873.4987,2411.3183,2656.7507,3664.1751,3463.9930,2643.8803,2572.4647,3193.9620,2849.7226,2473.0016,3862.7738,4132.0372,4964.6115,5017.5560,4120.7094,4253.8447,4480.9079,4263.2286,3743.0011,5000.4161,4754.5185,,,5100.4535,,,4692.9785,4872.4655,1528.9211,1532.2395,351.2813,495.0936,241.6286,599.5563,495.8373,612.4354,136.3171,173.0332,127.7794,397.7517,460.1764,1165.9136,1677.6676,736.7704,761.8445,645.3839,319.9736,405.0532,681.5643,1072.4570,600.5133,686.6186,640.4116,1295.8704,411.9976,795.1661,866.8828,994.4873,1473.3608,1015.1489,1195.8797,905.8332,1047.6000,621.3478,1247.0067,1216.2244,,,953.0560,,,1116.5088,584.5994
bco_prodShadow0_apa2,1.0119000000,1.1004000000,a,,p,boundary,771.9770,784.4422,793.7492,787.1632,812.7202,825.1383,811.9254,823.0912,794.6966,1298.8749,1317.5742,1324.9485,1351.4382,1342.7294,1348.3251,1351.0839,1380.5548,1374.4317,2346.2926,2363.5702,2381.9620,2379.8111,2373.9618,2370.6725,2399.0660,2436.7341,2406.1895,3525.4816,3507.9548,3523.4995,3479.5542,3506.4576,3511.5706,3193.2213,3577.8581,3556.1768,4741.4404,4782.3492,4778.2018,4767.8751,4802.7758,4805.7949,4814.3864,4895.1121,4819.1946,166.8320,155.7193,155.0942,141.5596,108.6888,111.2240,123.7846,224.0757,157.3822,168.7994,158.5267,141.7285,139.8522,109.6225,82.3663,73.2437,119.3878,92.2214,99.7216,93.7442,95.3940,118.3651,130.7368,131.5271,213.7944,198.2684,166.9762,360.5639,309.4387,311.4414,368.1152,393.6856,444.6445,516.2448,905.5744,587.9659,289.0633,299.8265,542.4468,408.3986,278.4454,400.0111,187.7864,155.7442,406.6648
bco_prodShadow0_baka,0.7668000000,0.9500000000,b,,boundary,a,860.5634,1067.9165,191.7325,193.0645,207.6575,275.7223,831.1208,866.8173,641.2299,2014.0531,2174.4159,2078.7672,946.8226,1894.2953,1679.9026,2374.3752,2246.8262,1207.3649,3490.5783,3856.2569,3395.2044,2126.3135,2405.3716,2268.4064,3452.4036,3750.2228,2383.2805,4765.3444,5097.8549,4656.9288,3755.6575,3974.8818,3990.0172,4960.8092,4950.4920,2966.7828,,,,4780.2626,4822.9964,,,,4503.0067,457.5625,1095.4197,406.9732,411.3015,314.9653,636.1602,1407.5113,1321.8730,109.7652,351.3124,150.8144,410.5034,5299.2682,781.5510,3872.0503,672.5689,342.8445,147.0528,610.5485,503.0134,1747.9511,409.1238,1653.6265,637.3890,846.9640,734.3669,93.3814,726.3495,734.7441,478.3322,1157.5715,1549.3373,1040.3890,662.9772,811.4922,269.3339,,,,1143.8529,1050.3782,,,,282.5252
bco_prodShadow0_baka,0.9500000000,1.0800000000,a,,b,k,802.1833,827.0385,824.3423,831.8625,863.5703,847.3236,878.8165,875.0789,873.5244,1280.9734,1273.4444,1266.5647,1258.0805,1313.6576,1356.4490,1447.0473,1543.6294,1622.8318,2477.0691,2504.0650,2495.7720,2540.3080,2475.8227,2416.0011,2448.1315,2330.6631,2335.3904,2956.5438,3036.4233,3096.5254,2890.0381,3042.9218,3133.0463,3369.2348,3634.8731,3633.2894,4459.8558,4418.1711,4434.6861,4534.0093,4600.0120,4646.4941,4447.9288,4600.6883,4709.3320,128.7091,108.5324,80.1349,93.5485,131.7252,148.8997,143.8159,252.5191,460.6541,169.8295,164.0724,144.7751,96.7763,91.9925,102.8072,141.4028,68.8535,198.1901,87.7129,83.2295,119.6112,156.7934,261.4415,206.0936,115.9261,107.2520,356.9194,694.3946,1369.5852,1211.7388,826.8152,680.6464,411.5638,369.8268,222.8164,527.3050,133.0031,356.5191,457.3467,275.9607,287.7765,328.9706,483.3185,550.1196,403.7141
bco_prodShadow0_baka,1.0800000000,1.1900000000,k,,a,a,871.5525,1183.1274,1239.4288,1258.0852,1208.9594,1214.4931,1013.1293,923.5181,696.7965,1574.6552,2431.1671,2379.7624,2432.9932,2249.1584,2228.5401,1843.7863,1832.2187,1900.4665,2692.4282,3478.6024,3166.4737,3138.4251,3194.1115,3497.7733,2622.3040,2379.7931,2379.3125,3975.0503,4650.5995,4393.1905,4223.4037,4290.5393,4105.5386,3766.1614,3613.1589,3657.1732,5034.6893,,,,,,5036.2508,4845.6434,4864.4852,361.1512,253.3803,117.3893,207.9033,347.9689,264.2283,1265.5666,577.7871,604.2484,507.1585,661.8761,887.9717,788.3432,594.5857,284.2066,734.3592,401.4460,339.1138,550.8301,1415.6585,980.8569,1697.1251,1318.3923,842.2140,535.3311,226.5361,203.7328,727.5139,1320.6157,841.8328,1272.7231,733.4900,730.5437,1310.0629,758.3687,572.6706,848.3070,,,,,,956.9784,259.0528,154.8784
bco_prodShadow0_baka,1.1900000000,1.3471000000,a,,k,boundary,748.5299,765.7292,903.7871,928.0448,995.1487,898.0399,804.0553,836.2582,829.8993,1597.7648,1501.4345,1543.7938,1523.8303,1512.9960,1590.1729,1478.0609,1528.6914,1593.6182,2386.5631,2313.6735,2380.3416,2344.6867,2399.8996,2513.3410,2393.5748,2417.6179,2352.0790,3363.0680,3346.8140,3500.8059,3755.3774,3977.9783,4057.4840,3964.9404,3566.1200,3499.8255,4606.2530,4749.0948,4832.4166,4975.2728,4858.7188,4873.7878,4790.5637,4897.7206,5061.2858,165.7065,265.3574,293.4165,337.0138,324.0908,155.9612,97.5045,83.7311,95.3935,158.9177,414.8535,322.3752,128.7786,77.1975,199.4871,58.0484,92.0623,119.1499,302.8482,228.9045,216.4864,118.2572,83.4419,211.3537,118.8436,100.8945,126.5099,183.4618,251.4809,192.1968,726.5503,802.9851,1824.4478,1683.1496,1008.6712,374.8951,399.8200,232.7073,76.8804,325.4835,190.3850,272.0925,338.3221,295.0845,360.8558
bco_prodShadow0_baka1,0,0.7102000000,b,,boundary,boundary,676.2023,1187.8310,654.6572,1372.1185,839.5068,1498.9964,1608.7241,1561.2153,1454.5015,1697.1811,2282.7415,1574.6966,2253.1544,1899.8474,2275.4818,2383.5381,2286.5884,2198.1227,2769.0323,3158.0518,2715.9367,3502.9095,2341.1989,3463.4680,3463.3105,3066.1156,3429.4937,4347.9471,4385.1544,3848.4324,4971.0514,3924.6101,4510.7209,4732.3408,4306.6216,4341.8359,,,5002.3693,,5018.7152,,,,,1911.5053,410.6245,1302.9746,666.2947,925.6467,600.7381,513.5078,372.2475,468.9047,812.7902,532.9441,491.4229,706.4182,1058.6369,1006.7306,963.4258,1818.2825,534.3931,548.0104,957.1314,613.9011,656.8406,996.8663,1493.1601,1072.4382,738.3933,910.1987,1023.2945,573.9852,938.2457,686.7492,922.3614,1489.0675,611.0346,714.6927,980.3499,,,858.8333,,1159.8194,,,,
bco_prodShadow0_baka1,0.8826000000,1.0100000000,a,,boundary,k,726.8852,781.5311,802.7137,831.1354,832.3071,844.5973,877.4337,924.8263,851.7215,1291.2455,1310.2698,1283.4321,1276.7518,1277.1329,1291.5501,1336.4045,1480.1473,1511.5257,2342.9878,2446.3560,2430.6637,2453.1674,2432.6436,2399.2296,2389.4435,2385.3655,2293.2344,2785.2044,2959.1906,2875.2604,3022.6021,3122.5563,3128.6776,3519.6521,3542.4692,3414.7859,4341.3404,4435.4039,4403.6503,4559.2450,4528.3132,4624.6004,4637.3796,4610.0040,4643.2706,57.5652,126.3897,100.0674,139.7210,122.8758,147.8612,202.1069,269.3294,531.7587,76.6565,139.2337,124.6113,152.9017,184.0141,125.0918,145.0203,298.2167,272.0284,106.6325,114.2033,111.3904,93.7096,121.1264,104.6267,114.5026,93.9568,154.3432,221.2116,892.8773,703.0029,1031.4825,1239.6162,697.8035,1322.3471,746.4599,901.4940,144.6369,121.2324,129.5994,146.2178,143.4929,179.3524,185.1319,672.8669,154.3593
bco_prodShadow0_baka1,1.0100000000,1.1300000000,k,,a,a,870.6724,1151.0684,1045.5357,1132.9872,1115.0194,1260.8641,1335.2989,1144.4762,798.7216,1546.9560,2245.2745,1567.9781,2229.3826,2138.9313,2269.8845,2147.7408,1946.7947,2004.4290,2425.6620,3039.0378,2692.5219,2990.6487,3192.3493,3549.6438,3244.2114,2558.0273,2198.1244,3824.1859,4511.9035,4459.2808,4349.8904,4649.3684,4627.6967,4342.4221,3876.6220,3489.4950,4759.7363,,,,,,,5131.1953,4815.0468,515.5258,295.7552,582.8578,284.8092,304.6302,372.9809,468.1033,446.7301,574.3081,254.4820,732.8869,1817.9346,591.5351,797.5804,875.3110,424.3955,347.4459,293.4804,494.6268,2263.7532,725.9764,1283.5040,1278.1837,1148.5977,885.3106,873.8046,856.6277,756.3785,796.5248,686.5797,980.1850,1281.6609,842.4833,733.9746,859.3683,625.8556,646.2919,,,,,,,1549.2707,476.7979
bco_prodShadow0_baka1,1.1300000000,1.2245000000,a,,k,boundary,705.9930,741.1844,759.7950,788.6898,793.0174,778.4960,787.9648,818.1069,834.2562,1619.4283,1566.8865,1531.0742,1496.2078,1474.6541,1472.1709,1488.4705,1488.3392,1469.3910,2231.5354,2245.2631,2278.9773,2279.1737,2278.8528,2381.2303,2346.1895,2401.5234,2303.7247,3154.3076,3073.8629,3039.1676,3023.7576,3021.9877,3163.4806,3704.3627,3717.6332,3047.4292,4755.1902,4703.9810,4658.4852,4742.4444,4740.7409,4690.9069,4705.1840,4726.9720,4731.8114,208.6255,168.2391,138.0877,135.6865,116.2948,94.7196,116.0514,213.9502,217.7287,167.7627,87.2202,127.8738,115.1269,88.5519,200.7107,332.0271,167.2680,166.7780,236.0674,208.4646,161.6195,141.9918,119.6316,338.8585,251.4128,342.0590,219.2895,182.6571,132.8172,116.6446,133.9670,139.8359,1065.4792,1542.6213,1085.7153,512.1198,255.2947,150.0527,414.9905,150.0864,110.2290,83.8033,116.2844,142.2625,115.4694
