status,stim,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,session,participant,frameRate,expName,date,condition,
target,stim/caca.png,0,0,0,10,space,2.68446087837,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
distractor,stim/arbol.png,0,1,1,2,space,1.61741399765,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/taco.png,0,2,2,18,space,1.65077996254,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/polo.png,0,3,3,17,space,1.58343100548,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/bala.png,0,4,4,8,space,1.68397498131,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
distractor,stim/sombrero.png,0,5,5,0,space,3.26757884026,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
distractor,stim/sol.png,0,6,6,1,space,1.46781897545,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
distractor,stim/mochila.png,0,7,7,7,space,2.40074205399,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
distractor,stim/libro.png,0,8,8,5,space,1.56775093079,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/topo.png,0,9,9,19,space,3.41763782501,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/gato.png,0,10,10,14,space,1.58396697044,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/dodo.png,0,11,11,13,space,2.1174788475,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/coco.png,0,12,12,11,space,1.50116205215,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/dado.png,0,13,13,12,space,1.38412380219,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
distractor,stim/lapiz.png,0,14,14,3,space,1.70068717003,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/bola.png,0,15,15,9,space,3.51745510101,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
distractor,stim/silla.png,0,16,16,6,space,2.50051808357,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/palo.png,0,17,17,16,space,1.90085101128,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/gota.png,0,18,18,15,space,3.10132718086,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
distractor,stim/manzana.png,0,19,19,4,space,1.76743412018,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/gota.png,1,0,20,15,space,1.73427200317,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
distractor,stim/arbol.png,1,1,21,2,space,1.63414597511,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/bala.png,1,2,22,8,space,1.85079598427,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
distractor,stim/sombrero.png,1,3,23,0,space,2.90115904808,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
distractor,stim/libro.png,1,4,24,5,space,1.68416404724,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
distractor,stim/sol.png,1,5,25,1,space,1.71757507324,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/polo.png,1,6,26,17,space,1.58500695229,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/dodo.png,1,7,27,13,space,2.08432817459,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/caca.png,1,8,28,10,space,1.60104298592,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
distractor,stim/silla.png,1,9,29,6,space,1.51741695404,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
distractor,stim/mochila.png,1,10,30,7,space,1.81754994392,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/topo.png,1,11,31,19,space,4.43493485451,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/bola.png,1,12,32,9,space,1.91749811172,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/dado.png,1,13,33,12,space,1.58404612541,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/coco.png,1,14,34,11,space,1.55042719841,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/taco.png,1,15,35,18,space,1.70073509216,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
distractor,stim/manzana.png,1,16,36,4,space,1.91711616516,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
distractor,stim/lapiz.png,1,17,37,3,space,1.55090594292,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/palo.png,1,18,38,16,space,3.06761908531,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/gato.png,1,19,39,14,space,1.71728301048,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
distractor,stim/arbol.png,2,0,40,2,space,1.53432798386,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/gato.png,2,1,41,14,space,1.53385210037,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/polo.png,2,2,42,17,space,1.53463387489,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
distractor,stim/libro.png,2,3,43,5,space,1.61729502678,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/coco.png,2,4,44,11,space,1.61757493019,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
distractor,stim/manzana.png,2,5,45,4,space,1.61742091179,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/bola.png,2,6,46,9,space,1.63481283188,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/caca.png,2,7,47,10,space,1.56755685806,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
distractor,stim/sol.png,2,8,48,1,space,1.76753306389,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/topo.png,2,9,49,19,space,3.9512090683,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/taco.png,2,10,50,18,space,1.90110993385,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
distractor,stim/lapiz.png,2,11,51,3,space,1.73437809944,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/dado.png,2,12,52,12,space,1.58435201645,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/gota.png,2,13,53,15,space,3.20112085342,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
distractor,stim/silla.png,2,14,54,6,space,1.66736602783,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/palo.png,2,15,55,16,space,1.85053777695,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/dodo.png,2,16,56,13,space,2.63424396515,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
distractor,stim/sombrero.png,2,17,57,0,space,1.76742315292,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
distractor,stim/mochila.png,2,18,58,7,space,1.71758508682,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
target,stim/bala.png,2,19,59,8,space,2.68444299698,,,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
,,,,,,,,space,8.85117006302,001,djv,60.012848744,prodShadow,2015_Aug_11_1455,midd,
