status,text,stim,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,session,participant,frameRate,expName,date,condition,
pname,bola,stim/bola.wav,2,0,100,7,,,space,0.667274951935,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
distractor,eda,stim/eda.wav,2,1,101,18,,,space,0.400679111481,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
pname,caca,stim/caca.wav,2,2,102,9,,,space,0.383857965469,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
target,gaka,stim/gaka.wav,2,3,103,20,,,space,0.547261953354,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
target,beke,stim/beke.wav,2,4,104,4,,,space,0.45018696785,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
target,kaka,stim/kaka.wav,2,5,105,28,,,space,0.701136112213,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
target,piki,stim/piki.wav,2,6,106,38,,,space,0.200716972351,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
target,kiki,stim/kiki.wav,2,7,107,30,,,space,0.884197950363,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
target,diki,stim/diki.wav,2,8,108,14,,,space,0.467504024506,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
target,tuku,stim/tuku.wav,2,9,109,48,,,space,0.633692979813,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
target,doko,stim/doko.wav,2,10,110,16,,,space,0.300586938858,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
pname,bala,stim/bala.wav,2,11,111,3,,,space,0.804162979126,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
pname,coco,stim/coco.wav,2,12,112,10,,,space,0.284073829651,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
pname,palo,stim/palo.wav,2,13,113,36,,,space,0.53409910202,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
target,taka,stim/taka.wav,2,14,114,43,,,space,0.283851146698,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
target,boko,stim/boko.wav,2,15,115,6,,,space,0.383448839188,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
distractor,ita,stim/ita.wav,2,16,116,27,,,space,0.217401981354,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
pname,dado,stim/dado.wav,2,17,117,11,,,space,0.550365209579,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
pname,polo,stim/polo.wav,2,18,118,40,,,space,0.0672860145569,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
target,guku,stim/guku.wav,2,19,119,26,,,space,0.667249917984,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
target,teke,stim/teke.wav,2,20,120,44,,,space,0.550565958023,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
pname,gato,stim/gato.wav,2,21,121,21,,,space,0.183620929718,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
distractor,oka,stim/oka.wav,2,22,122,34,,,space,0.267544984818,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
target,paka,stim/paka.wav,2,23,123,35,,,space,0.567270994186,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
target,puku,stim/puku.wav,2,24,124,41,,,space,0.680229187012,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
target,keke,stim/keke.wav,2,25,125,29,,,space,0.467419862747,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
distractor,uta,stim/uta.wav,2,26,126,49,,,space,0.317745923996,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
target,biki,stim/biki.wav,2,27,127,5,,,space,6.16801404953,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
target,tiki,stim/tiki.wav,2,28,128,45,,,space,0.884012937546,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
target,poko,stim/poko.wav,2,29,129,39,,,space,0.880430936813,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
target,geke,stim/geke.wav,2,30,130,22,,,space,0.713660001755,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
pname,taco,stim/taco.wav,2,31,131,42,,,space,0.804132938385,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
target,goko,stim/goko.wav,2,32,132,24,,,space,0.44714307785,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
distractor,ada,stim/ada.wav,2,33,133,0,,,space,0.897433996201,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
pname,gota,stim/gota.wav,2,34,134,25,,,space,0.834129095078,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
target,kuku,stim/kuku.wav,2,35,135,32,,,space,0.86735701561,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
distractor,epa,stim/epa.wav,2,36,136,19,,,space,0.717283010483,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
target,deke,stim/deke.wav,2,37,137,13,,,space,0.770916938782,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
target,toko,stim/toko.wav,2,38,138,47,,,space,0.884076118469,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
pname,dodo,stim/dodo.wav,2,39,139,15,,,space,0.916712999344,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
target,daka,stim/daka.wav,2,40,140,12,,,space,0.43431019783,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
target,duku,stim/duku.wav,2,41,141,17,,,space,0.833894968033,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
distractor,apa,stim/apa.wav,2,42,142,1,,,space,0.71716094017,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
target,buku,stim/buku.wav,2,43,143,8,,,space,0.637541055679,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
target,baka,stim/baka.wav,2,44,144,2,,,space,0.683957099915,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
target,peke,stim/peke.wav,2,45,145,37,,,space,0.633872032166,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
target,koko,stim/koko.wav,2,46,146,31,,,space,0.654053926468,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
target,giki,stim/giki.wav,2,47,147,23,,,space,1.08463287354,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
pname,topo,stim/topo.wav,2,48,148,46,,,space,0.78401184082,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
distractor,oba,stim/oba.wav,2,49,149,33,,,space,0.416978120804,001,stacybi,59.8749198799,prodShadow,2015_Dec_09_1218,tuc,
