status,text,stim,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,session,participant,frameRate,expName,date,condition,
target,koko,stim/koko.wav,0,14,14,31,,,space,1.01738286018,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
distractor,apa,stim/apa.wav,0,15,15,1,,,space,1.29873895645,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,puku,stim/puku.wav,0,16,16,41,,,space,0.86407494545,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
distractor,uta,stim/uta.wav,0,17,17,49,,,space,0.984125137329,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,gaka,stim/gaka.wav,0,18,18,20,,,space,1.01423501968,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,toko,stim/toko.wav,0,19,19,47,,,space,1.13434696198,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,peke,stim/peke.wav,0,20,20,37,,,space,0.680973052979,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
distractor,eda,stim/eda.wav,0,21,21,18,,,space,1.10061097145,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,gato,stim/gato.wav,0,22,22,21,,,space,0.754169225693,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
distractor,epa,stim/epa.wav,0,23,23,19,,,space,0.933991909027,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,keke,stim/keke.wav,0,24,24,29,,,space,1.08423900604,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
distractor,oba,stim/oba.wav,0,25,25,33,,,space,0.898249149323,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
distractor,ita,stim/ita.wav,0,26,26,27,,,space,0.883937120438,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,gota,stim/gota.wav,0,27,27,25,,,space,0.901298046112,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,geke,stim/geke.wav,0,28,28,22,,,space,0.887331008911,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
distractor,ada,stim/ada.wav,0,29,29,0,,,space,1.05448317528,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,bola,stim/bola.wav,0,30,30,7,,,space,1.3167052269,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,giki,stim/giki.wav,0,31,31,23,,,space,1.25069403648,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,taka,stim/taka.wav,0,32,32,43,,,space,0.854393959045,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,goko,stim/goko.wav,0,33,33,24,,,space,1.20075201988,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,palo,stim/palo.wav,0,34,34,36,,,space,0.950145959854,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,tiki,stim/tiki.wav,0,35,35,45,,,space,0.953341007233,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,baka,stim/baka.wav,0,36,36,2,,,space,0.95423412323,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,taco,stim/taco.wav,0,37,37,42,,,space,0.854526042938,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,bala,stim/bala.wav,0,38,38,3,,,space,0.967437028885,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,topo,stim/topo.wav,0,39,39,46,,,space,0.917418956757,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,tuku,stim/tuku.wav,0,40,40,48,,,space,1.03093314171,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,teke,stim/teke.wav,0,41,41,44,,,space,0.687540054321,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,kuku,stim/kuku.wav,0,42,42,32,,,space,1.13427186012,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,piki,stim/piki.wav,0,43,43,38,,,space,0.717267036438,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,guku,stim/guku.wav,0,44,44,26,,,space,1.03119397163,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,dado,stim/dado.wav,0,45,45,11,,,space,0.984011888504,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,daka,stim/daka.wav,0,46,46,12,,,space,0.85073184967,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
distractor,oka,stim/oka.wav,0,47,47,34,,,space,0.901062965393,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,kiki,stim/kiki.wav,0,48,48,30,,,space,0.98453783989,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,duku,stim/duku.wav,0,49,49,17,,,space,1.08416390419,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,poko,stim/poko.wav,1,0,50,39,,,space,0.917176961899,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
distractor,uta,stim/uta.wav,1,1,51,49,,,space,0.863816022873,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,kuku,stim/kuku.wav,1,2,52,32,,,space,0.967502832413,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,diki,stim/diki.wav,1,3,53,14,,,space,0.971021175385,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,dado,stim/dado.wav,1,4,54,11,,,space,1.02095603943,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
distractor,ita,stim/ita.wav,1,5,55,27,,,space,0.764575004578,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,giki,stim/giki.wav,1,6,56,23,,,space,1.03410196304,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,boko,stim/boko.wav,1,7,57,6,,,space,0.967334985733,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
distractor,oba,stim/oba.wav,1,8,58,33,,,space,0.871216058731,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,geke,stim/geke.wav,1,9,59,22,,,space,0.86468911171,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,guku,stim/guku.wav,1,10,60,26,,,space,1.10112094879,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,baka,stim/baka.wav,1,11,61,2,,,space,0.736793041229,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,buku,stim/buku.wav,1,12,62,8,,,space,0.864520072937,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,beke,stim/beke.wav,1,13,63,4,,,space,0.984120845795,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,gato,stim/gato.wav,1,14,64,21,,,space,0.997294187546,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,gaka,stim/gaka.wav,1,15,65,20,,,space,1.00076889992,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,paka,stim/paka.wav,1,16,66,35,,,space,0.921061992645,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,piki,stim/piki.wav,1,17,67,38,,,space,0.817128181458,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,koko,stim/koko.wav,1,18,68,31,,,space,1.16736006737,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,bala,stim/bala.wav,1,19,69,3,,,space,0.934106826782,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
distractor,oka,stim/oka.wav,1,20,70,34,,,space,0.834113121033,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
distractor,apa,stim/apa.wav,1,21,71,1,,,space,1.05077505112,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,biki,stim/biki.wav,1,22,72,5,,,space,0.881313085556,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,dodo,stim/dodo.wav,1,23,73,15,,,space,0.904522895813,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,bola,stim/bola.wav,1,24,74,7,,,space,0.870416164398,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,coco,stim/coco.wav,1,25,75,10,,,space,0.831051111221,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,puku,stim/puku.wav,1,26,76,41,,,space,0.584769964218,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,tuku,stim/tuku.wav,1,27,77,48,,,space,0.850788116455,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,keke,stim/keke.wav,1,28,78,29,,,space,0.814150094986,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,tiki,stim/tiki.wav,1,29,79,45,,,space,0.95129108429,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,teke,stim/teke.wav,1,30,80,44,,,space,1.23434996605,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,caca,stim/caca.wav,1,31,81,9,,,space,0.967092037201,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,palo,stim/palo.wav,1,32,82,36,,,space,0.751437187195,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,kiki,stim/kiki.wav,1,33,83,30,,,space,0.917386054993,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,doko,stim/doko.wav,1,34,84,16,,,space,0.620630979538,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
distractor,epa,stim/epa.wav,1,35,85,19,,,space,0.813532114029,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,taco,stim/taco.wav,1,36,86,42,,,space,0.620332956314,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,deke,stim/deke.wav,1,37,87,13,,,space,0.767162084579,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,duku,stim/duku.wav,1,38,88,17,,,space,0.833998918533,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,toko,stim/toko.wav,1,39,89,47,,,space,0.814282894135,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
distractor,ada,stim/ada.wav,1,40,90,0,,,space,0.801108837128,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
distractor,eda,stim/eda.wav,1,41,91,18,,,space,0.78465294838,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,gota,stim/gota.wav,1,42,92,25,,,space,0.937806844711,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,polo,stim/polo.wav,1,43,93,40,,,space,0.833690881729,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,daka,stim/daka.wav,1,44,94,12,,,space,1.28486800194,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,peke,stim/peke.wav,1,45,95,37,,,space,0.633338212967,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,topo,stim/topo.wav,1,46,96,46,,,space,0.787693977356,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,goko,stim/goko.wav,1,47,97,24,,,space,1.35067987442,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,taka,stim/taka.wav,1,48,98,43,,,space,0.620657920837,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,kaka,stim/kaka.wav,1,49,99,28,,,space,1.06431984901,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,piki,stim/piki.wav,2,0,100,38,,,space,1.29727983475,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,peke,stim/peke.wav,2,1,101,37,,,space,0.637931108475,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,poko,stim/poko.wav,2,2,102,39,,,space,0.517378091812,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,polo,stim/polo.wav,2,3,103,40,,,space,0.700058937073,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,buku,stim/buku.wav,2,4,104,8,,,space,0.5342669487,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,geke,stim/geke.wav,2,5,105,22,,,space,0.700896024704,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,coco,stim/coco.wav,2,6,106,10,,,space,0.781083106995,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,kaka,stim/kaka.wav,2,7,107,28,,,space,0.837837219238,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,guku,stim/guku.wav,2,8,108,26,,,space,0.950601816177,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,palo,stim/palo.wav,2,9,109,36,,,space,0.817404985428,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,paka,stim/paka.wav,2,10,110,35,,,space,0.854250907898,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,biki,stim/biki.wav,2,11,111,5,,,space,0.667230129242,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
distractor,oba,stim/oba.wav,2,12,112,33,,,space,0.867662191391,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,duku,stim/duku.wav,2,13,113,17,,,space,1.04730200768,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,keke,stim/keke.wav,2,14,114,29,,,space,0.898931980133,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
distractor,apa,stim/apa.wav,2,15,115,1,,,space,0.783963918686,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
distractor,uta,stim/uta.wav,2,16,116,49,,,space,0.950668096542,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,puku,stim/puku.wav,2,17,117,41,,,space,0.583961963654,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,goko,stim/goko.wav,2,18,118,24,,,space,0.850558996201,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,teke,stim/teke.wav,2,19,119,44,,,space,1.11751008034,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,kuku,stim/kuku.wav,2,20,120,32,,,space,0.830746173859,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,daka,stim/daka.wav,2,21,121,12,,,space,0.950525999069,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,doko,stim/doko.wav,2,22,122,16,,,space,0.813876152039,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,diki,stim/diki.wav,2,23,123,14,,,space,0.847063064575,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,bala,stim/bala.wav,2,24,124,3,,,space,0.737720012665,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,boko,stim/boko.wav,2,25,125,6,,,space,0.780245065689,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,bola,stim/bola.wav,2,26,126,7,,,space,0.534227132797,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
distractor,eda,stim/eda.wav,2,27,127,18,,,space,0.850666999817,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,toko,stim/toko.wav,2,28,128,47,,,space,0.984205961227,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
distractor,ita,stim/ita.wav,2,29,129,27,,,space,0.817384958267,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,beke,stim/beke.wav,2,30,130,4,,,space,0.76349902153,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,gota,stim/gota.wav,2,31,131,25,,,space,0.78396487236,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,caca,stim/caca.wav,2,32,132,9,,,space,0.734156847,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
distractor,epa,stim/epa.wav,2,33,133,19,,,space,0.749721050262,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,tiki,stim/tiki.wav,2,34,134,45,,,space,0.68026304245,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,gaka,stim/gaka.wav,2,35,135,20,,,space,0.699791908264,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,topo,stim/topo.wav,2,36,136,46,,,space,0.897531986237,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,deke,stim/deke.wav,2,37,137,13,,,space,0.567209005356,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
distractor,oka,stim/oka.wav,2,38,138,34,,,space,0.801207065582,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,gato,stim/gato.wav,2,39,139,21,,,space,0.76450920105,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,giki,stim/giki.wav,2,40,140,23,,,space,1.0339410305,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,tuku,stim/tuku.wav,2,41,141,48,,,space,0.533957004547,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
distractor,ada,stim/ada.wav,2,42,142,0,,,space,0.800920009613,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,koko,stim/koko.wav,2,43,143,31,,,space,0.934014797211,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,taka,stim/taka.wav,2,44,144,43,,,space,0.867506980896,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,dodo,stim/dodo.wav,2,45,145,15,,,space,0.997617006302,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,baka,stim/baka.wav,2,46,146,2,,,space,0.813734054565,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,dado,stim/dado.wav,2,47,147,11,,,space,0.68067407608,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
target,kiki,stim/kiki.wav,2,48,148,30,,,space,0.633800029755,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
pname,taco,stim/taco.wav,2,49,149,42,,,space,0.717566013336,001,martinbi,61.0679269568,prodShadow,2016_Jan_23_1033,bi,
