status,stim,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,session,participant,frameRate,expName,date,condition,
distractor,stim/manzana.png,0,0,0,4,space,1.40111708641,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/bala.png,0,1,1,8,space,4.31757807732,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/gota.png,0,2,2,15,space,3.50104594231,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
distractor,stim/mochila.png,0,3,3,7,space,0.734066009521,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/taco.png,0,4,4,18,space,0.717257022858,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/dodo.png,0,5,5,13,space,3.51836299896,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/polo.png,0,6,6,17,space,3.26821398735,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
distractor,stim/lapiz.png,0,7,7,3,space,1.06769394875,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/palo.png,0,8,8,16,space,3.51756596565,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/coco.png,0,9,9,11,space,3.51777982712,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
distractor,stim/arbol.png,0,10,10,2,space,0.450836896896,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/caca.png,0,11,11,10,space,0.550576925278,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/topo.png,0,12,12,19,space,3.80151200294,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/dado.png,0,13,13,12,space,9.7523150444,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/bola.png,0,14,14,9,space,3.9007101059,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
distractor,stim/silla.png,0,15,15,6,space,1.75085496902,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/gato.png,0,16,16,14,space,0.300851106644,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
distractor,stim/libro.png,0,17,17,5,space,1.00069499016,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
distractor,stim/sol.png,0,18,18,1,space,0.33421087265,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
distractor,stim/sombrero.png,0,19,19,0,space,0.584083080292,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/topo.png,1,0,20,19,space,1.88413119316,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
distractor,stim/sol.png,1,1,21,1,space,0.350954055786,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
distractor,stim/lapiz.png,1,2,22,3,space,0.600727796555,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
distractor,stim/silla.png,1,3,23,6,space,0.950391054153,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/bala.png,1,4,24,8,space,6.65197682381,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
distractor,stim/manzana.png,1,5,25,4,space,0.850908994675,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/taco.png,1,6,26,18,space,0.650571107864,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
distractor,stim/libro.png,1,7,27,5,space,0.450818061829,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/gato.png,1,8,28,14,space,0.333967924118,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/polo.png,1,9,29,17,space,0.700860977173,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/bola.png,1,10,30,9,space,2.46786618233,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/palo.png,1,11,31,16,space,5.05144000053,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
distractor,stim/arbol.png,1,12,32,2,space,0.90062379837,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/coco.png,1,13,33,11,space,0.867410898209,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
distractor,stim/mochila.png,1,14,34,7,space,0.433884143829,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/dado.png,1,15,35,12,space,1.15064907074,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/gota.png,1,16,36,15,space,3.26804900169,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/dodo.png,1,17,37,13,space,6.48530602455,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/caca.png,1,18,38,10,space,0.6841340065,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
distractor,stim/sombrero.png,1,19,39,0,space,0.917369127274,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
distractor,stim/lapiz.png,2,0,40,3,space,0.784067153931,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/caca.png,2,1,41,10,space,0.450098991394,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/topo.png,2,2,42,19,space,0.700798988342,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/gota.png,2,3,43,15,space,3.18448495865,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
distractor,stim/libro.png,2,4,44,5,space,0.517347097397,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/taco.png,2,5,45,18,space,0.434442043304,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/gato.png,2,6,46,14,space,0.267079114914,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
distractor,stim/silla.png,2,7,47,6,space,0.400394916534,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/dodo.png,2,8,48,13,space,2.55082798004,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
distractor,stim/sombrero.png,2,9,49,0,space,1.25063800812,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
distractor,stim/arbol.png,2,10,50,2,space,0.567583084106,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/bala.png,2,11,51,8,space,6.40164089203,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
distractor,stim/sol.png,2,12,52,1,space,1.13392305374,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/dado.png,2,13,53,12,space,0.500862121582,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
distractor,stim/manzana.png,2,14,54,4,space,7.83524084091,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/coco.png,2,15,55,11,space,0.650340080261,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/bola.png,2,16,56,9,space,3.28475594521,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
distractor,stim/mochila.png,2,17,57,7,space,0.650923013687,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/palo.png,2,18,58,16,space,2.0841448307,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
target,stim/polo.png,2,19,59,17,space,2.71726489067,,,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
,,,,,,,,space,2.93347096443,001,blr,59.9808372684,prodShadow,2015_Aug_11_1520,midd,
