status,stim,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,session,participant,frameRate,expName,date,condition,
target,stim/polo.png,0,0,0,17,space,1.86760306358,,,001,ems,59.8831264322,prodShadow,2015_Aug_11_1600,midd,
target,stim/topo.png,0,1,1,19,space,4.55121803284,,,001,ems,59.8831264322,prodShadow,2015_Aug_11_1600,midd,
target,stim/dado.png,0,2,2,12,space,4.26768779755,,,001,ems,59.8831264322,prodShadow,2015_Aug_11_1600,midd,
target,stim/gota.png,0,3,3,15,space,3.50094604492,,,001,ems,59.8831264322,prodShadow,2015_Aug_11_1600,midd,
target,stim/coco.png,0,4,4,11,space,1.21730780602,,,001,ems,59.8831264322,prodShadow,2015_Aug_11_1600,midd,
distractor,stim/lapiz.png,0,5,5,3,space,1.13404488564,,,001,ems,59.8831264322,prodShadow,2015_Aug_11_1600,midd,
target,stim/caca.png,0,6,6,10,space,1.06701898575,,,001,ems,59.8831264322,prodShadow,2015_Aug_11_1600,midd,
distractor,stim/arbol.png,0,7,7,2,space,1.28391599655,,,001,ems,59.8831264322,prodShadow,2015_Aug_11_1600,midd,
distractor,stim/silla.png,0,8,8,6,space,1.16697001457,,,001,ems,59.8831264322,prodShadow,2015_Aug_11_1600,midd,
distractor,stim/sol.png,0,9,9,1,space,1.08373904228,,,001,ems,59.8831264322,prodShadow,2015_Aug_11_1600,midd,
target,stim/taco.png,0,10,10,18,space,0.967413902283,,,001,ems,59.8831264322,prodShadow,2015_Aug_11_1600,midd,
target,stim/bola.png,0,11,11,9,space,2.81736493111,,,001,ems,59.8831264322,prodShadow,2015_Aug_11_1600,midd,
distractor,stim/mochila.png,0,12,12,7,space,1.11743807793,,,001,ems,59.8831264322,prodShadow,2015_Aug_11_1600,midd,
distractor,stim/manzana.png,0,13,13,4,space,1.40069794655,,,001,ems,59.8831264322,prodShadow,2015_Aug_11_1600,midd,
distractor,stim/libro.png,0,14,14,5,space,1.26754593849,,,001,ems,59.8831264322,prodShadow,2015_Aug_11_1600,midd,
distractor,stim/sombrero.png,0,15,15,0,space,1.38424897194,,,001,ems,59.8831264322,prodShadow,2015_Aug_11_1600,midd,
target,stim/bala.png,0,16,16,8,space,3.75083518028,,,001,ems,59.8831264322,prodShadow,2015_Aug_11_1600,midd,
target,stim/dodo.png,0,17,17,13,space,0.983953952789,,,001,ems,59.8831264322,prodShadow,2015_Aug_11_1600,midd,
target,stim/palo.png,0,18,18,16,space,4.25090813637,,,001,ems,59.8831264322,prodShadow,2015_Aug_11_1600,midd,
target,stim/gato.png,0,19,19,14,space,1.11760616302,,,001,ems,59.8831264322,prodShadow,2015_Aug_11_1600,midd,
distractor,stim/mochila.png,1,0,20,7,space,1.26733398438,,,001,ems,59.8831264322,prodShadow,2015_Aug_11_1600,midd,
distractor,stim/sol.png,1,1,21,1,space,1.25089502335,,,001,ems,59.8831264322,prodShadow,2015_Aug_11_1600,midd,
