status,text,stim,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,session,participant,frameRate,expName,date,condition,
pname,palo,stim/palo.wav,0,43,43,36,,,space,1.52147698402,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,duku,stim/duku.wav,0,44,44,17,,,space,1.31722021103,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
distractor,ita,stim/ita.wav,0,45,45,27,,,space,1.18476390839,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,toko,stim/toko.wav,0,46,46,47,,,space,1.3304028511,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
pname,gota,stim/gota.wav,0,47,47,25,,,space,1.48395085335,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,deke,stim/deke.wav,0,48,48,13,,,space,1.01779294014,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
pname,bala,stim/bala.wav,0,49,49,3,,,space,1.20432710648,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,guku,stim/guku.wav,1,0,50,26,,,space,1.5842590332,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,toko,stim/toko.wav,1,1,51,47,,,space,1.11488008499,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,kuku,stim/kuku.wav,1,2,52,32,,,space,1.21708393097,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
pname,topo,stim/topo.wav,1,3,53,46,,,space,1.33447909355,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,taka,stim/taka.wav,1,4,54,43,,,space,1.41784191132,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
distractor,oka,stim/oka.wav,1,5,55,34,,,space,1.33398485184,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
pname,gota,stim/gota.wav,1,6,56,25,,,space,1.25078082085,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,koko,stim/koko.wav,1,7,57,31,,,space,1.18431091309,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,puku,stim/puku.wav,1,8,58,41,,,space,1.18434309959,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,tuku,stim/tuku.wav,1,9,59,48,,,space,1.2177939415,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,deke,stim/deke.wav,1,10,60,13,,,space,1.60087704659,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
pname,taco,stim/taco.wav,1,11,61,42,,,space,1.05067682266,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,daka,stim/daka.wav,1,12,62,12,,,space,1.15127086639,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
distractor,eda,stim/eda.wav,1,13,63,18,,,space,1.1674311161,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
pname,gato,stim/gato.wav,1,14,64,21,,,space,1.45111012459,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
pname,palo,stim/palo.wav,1,15,65,36,,,space,1.18016004562,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
distractor,ita,stim/ita.wav,1,16,66,27,,,space,1.28370714188,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
pname,coco,stim/coco.wav,1,17,67,10,,,space,1.23050284386,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,keke,stim/keke.wav,1,18,68,29,,,space,1.25394415855,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,beke,stim/beke.wav,1,19,69,4,,,space,1.18496608734,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,buku,stim/buku.wav,1,20,70,8,,,space,1.30120801926,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,duku,stim/duku.wav,1,21,71,17,,,space,1.20082402229,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
pname,bola,stim/bola.wav,1,22,72,7,,,space,1.32104301453,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,goko,stim/goko.wav,1,23,73,24,,,space,1.18452000618,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
distractor,ada,stim/ada.wav,1,24,74,0,,,space,1.08415102959,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
pname,dado,stim/dado.wav,1,25,75,11,,,space,1.45135402679,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,diki,stim/diki.wav,1,26,76,14,,,space,1.01800990105,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,kiki,stim/kiki.wav,1,27,77,30,,,space,1.25133013725,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,piki,stim/piki.wav,1,28,78,38,,,space,1.1008810997,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,giki,stim/giki.wav,1,29,79,23,,,space,1.26777911186,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
pname,polo,stim/polo.wav,1,30,80,40,,,space,1.25107884407,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
pname,bala,stim/bala.wav,1,31,81,3,,,space,1.31794404984,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,doko,stim/doko.wav,1,32,82,16,,,space,1.15133094788,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,peke,stim/peke.wav,1,33,83,37,,,space,1.35077309608,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
distractor,oba,stim/oba.wav,1,34,84,33,,,space,1.28391695023,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,paka,stim/paka.wav,1,35,85,35,,,space,1.2139570713,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,poko,stim/poko.wav,1,36,86,39,,,space,1.36844682693,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
distractor,uta,stim/uta.wav,1,37,87,49,,,space,1.50087118149,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,biki,stim/biki.wav,1,38,88,5,,,space,1.20189905167,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,teke,stim/teke.wav,1,39,89,44,,,space,1.56788396835,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
pname,caca,stim/caca.wav,1,40,90,9,,,space,1.23440003395,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,geke,stim/geke.wav,1,41,91,22,,,space,1.3511068821,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
distractor,epa,stim/epa.wav,1,42,92,19,,,space,1.18116402626,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,boko,stim/boko.wav,1,43,93,6,,,space,1.56818604469,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
distractor,apa,stim/apa.wav,1,44,94,1,,,space,1.55017590523,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,tiki,stim/tiki.wav,1,45,95,45,,,space,1.36683297157,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
pname,dodo,stim/dodo.wav,1,46,96,15,,,space,1.38380789757,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,gaka,stim/gaka.wav,1,47,97,20,,,space,1.31791710854,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,baka,stim/baka.wav,1,48,98,2,,,space,1.31802201271,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,kaka,stim/kaka.wav,1,49,99,28,,,space,1.45111107826,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
pname,polo,stim/polo.wav,2,0,100,40,,,space,1.55077886581,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,taka,stim/taka.wav,2,1,101,43,,,space,1.33402991295,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,tiki,stim/tiki.wav,2,2,102,45,,,space,1.1340470314,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
distractor,eda,stim/eda.wav,2,3,103,18,,,space,1.40106081963,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
pname,taco,stim/taco.wav,2,4,104,42,,,space,1.55074501038,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,paka,stim/paka.wav,2,5,105,35,,,space,1.33112692833,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
distractor,ada,stim/ada.wav,2,6,106,0,,,space,1.57117605209,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
distractor,uta,stim/uta.wav,2,7,107,49,,,space,1.53441095352,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,kuku,stim/kuku.wav,2,8,108,32,,,space,1.25129103661,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,gaka,stim/gaka.wav,2,9,109,20,,,space,1.43440198898,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
pname,topo,stim/topo.wav,2,10,110,46,,,space,1.53454589844,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,piki,stim/piki.wav,2,11,111,38,,,space,1.23493480682,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
pname,bola,stim/bola.wav,2,12,112,7,,,space,1.08493804932,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
pname,palo,stim/palo.wav,2,13,113,36,,,space,1.56486105919,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,giki,stim/giki.wav,2,14,114,23,,,space,1.28448796272,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,buku,stim/buku.wav,2,15,115,8,,,space,1.15406012535,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,boko,stim/boko.wav,2,16,116,6,,,space,1.23435592651,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
pname,caca,stim/caca.wav,2,17,117,9,,,space,1.05106711388,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
distractor,ita,stim/ita.wav,2,18,118,27,,,space,1.41841101646,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,poko,stim/poko.wav,2,19,119,39,,,space,1.2833378315,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,daka,stim/daka.wav,2,20,120,12,,,space,1.13397312164,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
pname,dodo,stim/dodo.wav,2,21,121,15,,,space,1.284044981,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,puku,stim/puku.wav,2,22,122,41,,,space,1.40130710602,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,baka,stim/baka.wav,2,23,123,2,,,space,1.48397517204,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,tuku,stim/tuku.wav,2,24,124,48,,,space,1.38433814049,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,kiki,stim/kiki.wav,2,25,125,30,,,space,1.23448085785,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,duku,stim/duku.wav,2,26,126,17,,,space,1.36825203896,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
distractor,oba,stim/oba.wav,2,27,127,33,,,space,1.32122397423,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
pname,bala,stim/bala.wav,2,28,128,3,,,space,1.71796011925,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,toko,stim/toko.wav,2,29,129,47,,,space,1.33828806877,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,koko,stim/koko.wav,2,30,130,31,,,space,1.2843708992,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,diki,stim/diki.wav,2,31,131,14,,,space,1.10034489632,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,kaka,stim/kaka.wav,2,32,132,28,,,space,1.38372588158,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,guku,stim/guku.wav,2,33,133,26,,,space,1.334897995,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
pname,dado,stim/dado.wav,2,34,134,11,,,space,1.41762495041,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
pname,gota,stim/gota.wav,2,35,135,25,,,space,1.2470870018,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,geke,stim/geke.wav,2,36,136,22,,,space,1.30006694794,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,keke,stim/keke.wav,2,37,137,29,,,space,1.33446097374,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,biki,stim/biki.wav,2,38,138,5,,,space,1.30118608475,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
distractor,epa,stim/epa.wav,2,39,139,19,,,space,1.33343291283,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
pname,gato,stim/gato.wav,2,40,140,21,,,space,1.21709704399,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,deke,stim/deke.wav,2,41,141,13,,,space,1.55078101158,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,goko,stim/goko.wav,2,42,142,24,,,space,1.46769094467,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
distractor,oka,stim/oka.wav,2,43,143,34,,,space,1.58499193192,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,doko,stim/doko.wav,2,44,144,16,,,space,1.43456101418,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,beke,stim/beke.wav,2,45,145,4,,,space,1.23393106461,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
pname,coco,stim/coco.wav,2,46,146,10,,,space,1.58434295654,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,peke,stim/peke.wav,2,47,147,37,,,space,1.5136039257,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
distractor,apa,stim/apa.wav,2,48,148,1,,,space,1.21749019623,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
target,teke,stim/teke.wav,2,49,149,44,,,space,1.21777296066,001,eduardobi,60.0204060314,prodShadow,2016_Jan_25_1732,tuc,
