status,text,stim,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,session,participant,frameRate,expName,date,condition,
,,,,,,,space,7.05167603493,,,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
target,puku,stim/puku.wav,0,0,0,41,,,space,1.82090687752,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
distractor,apa,stim/apa.wav,0,1,1,1,,,space,1.49733495712,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
distractor,oka,stim/oka.wav,0,2,2,34,,,space,1.21453785896,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
pname,palo,stim/palo.wav,0,3,3,36,,,space,0.931457996368,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
target,teke,stim/teke.wav,0,4,4,44,,,space,0.95050406456,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
pname,dodo,stim/dodo.wav,0,5,5,15,,,space,0.837604999542,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
pname,dado,stim/dado.wav,0,6,6,11,,,space,0.986876964569,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
target,tuku,stim/tuku.wav,0,7,7,48,,,space,1.03428888321,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
pname,bala,stim/bala.wav,0,8,8,3,,,space,0.814431905746,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
pname,polo,stim/polo.wav,0,9,9,40,,,space,0.964196920395,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
target,daka,stim/daka.wav,0,10,10,12,,,space,0.804215908051,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
target,giki,stim/giki.wav,0,11,11,23,,,space,0.984034061432,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
target,peke,stim/peke.wav,0,12,12,37,,,space,0.920913934708,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
target,paka,stim/paka.wav,0,13,13,35,,,space,0.604099035263,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
distractor,ada,stim/ada.wav,0,14,14,0,,,space,0.551354885101,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
pname,gota,stim/gota.wav,0,15,15,25,,,space,0.703747987747,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
target,kiki,stim/kiki.wav,0,16,16,30,,,space,0.584240913391,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
target,taka,stim/taka.wav,0,17,17,43,,,space,0.551516056061,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
pname,coco,stim/coco.wav,0,18,18,10,,,space,0.567368984222,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
target,deke,stim/deke.wav,0,19,19,13,,,space,0.904347896576,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
target,keke,stim/keke.wav,0,20,20,29,,,space,1.20028185844,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
target,buku,stim/buku.wav,0,21,21,8,,,space,1.19708991051,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
target,piki,stim/piki.wav,0,22,22,38,,,space,0.60434794426,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
pname,caca,stim/caca.wav,0,23,23,9,,,space,0.767562866211,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
target,biki,stim/biki.wav,0,24,24,5,,,space,1.03386092186,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
distractor,oba,stim/oba.wav,0,25,25,33,,,space,0.664186954498,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
distractor,epa,stim/epa.wav,0,26,26,19,,,space,0.715682029724,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
target,doko,stim/doko.wav,0,27,27,16,,,space,0.60055398941,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
pname,topo,stim/topo.wav,0,28,28,46,,,space,0.704607009888,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
distractor,ita,stim/ita.wav,0,29,29,27,,,space,0.537868022919,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
target,koko,stim/koko.wav,0,30,30,31,,,space,0.750653028488,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
target,duku,stim/duku.wav,0,31,31,17,,,space,0.650652170181,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
target,tiki,stim/tiki.wav,0,32,32,45,,,space,0.881039857864,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
target,guku,stim/guku.wav,0,33,33,26,,,space,1.26761603355,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
target,baka,stim/baka.wav,0,34,34,2,,,space,0.867280006409,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
target,poko,stim/poko.wav,0,35,35,39,,,space,0.917525053024,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
target,kuku,stim/kuku.wav,0,36,36,32,,,space,0.854609966278,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
target,toko,stim/toko.wav,0,37,37,47,,,space,0.513908863068,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
target,beke,stim/beke.wav,0,38,38,4,,,space,0.787722110748,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
target,diki,stim/diki.wav,0,39,39,14,,,space,0.500382184982,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
distractor,eda,stim/eda.wav,0,40,40,18,,,space,0.703649997711,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
target,geke,stim/geke.wav,0,41,41,22,,,space,1.28427195549,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
target,gaka,stim/gaka.wav,0,42,42,20,,,space,0.94727897644,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
pname,gato,stim/gato.wav,0,43,43,21,,,space,0.883919000626,001,cynthia,60.9766607449,prodShadow,2016_Jan_23_1045,bi,
