status,stim,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,session,participant,frameRate,expName,date,condition,
target,stim/caca.png,2,8,48,10,space,0.983967065811,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/bola.png,2,9,49,9,space,1.28421807289,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
distractor,stim/libro.png,2,10,50,5,space,0.934226036072,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/dado.png,2,11,51,12,space,1.11704492569,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/topo.png,2,12,52,19,space,1.38411021233,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/bala.png,2,13,53,8,space,1.21697282791,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
distractor,stim/silla.png,2,14,54,6,space,1.23421812057,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
distractor,stim/arbol.png,2,15,55,2,space,1.21717691422,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/coco.png,2,16,56,11,space,1.35067796707,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/palo.png,2,17,57,16,space,1.55084109306,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
distractor,stim/sol.png,2,18,58,1,space,1.05072402954,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
distractor,stim/mochila.png,2,19,59,7,space,1.80093097687,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
,,,,,,,,space,14.8855040073,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
