status,stim,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,session,participant,frameRate,expName,date,condition,
target,stim/dado.png,0,0,0,12,space,2.4173438549,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/bola.png,0,1,1,9,space,3.58437800407,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/topo.png,0,2,2,19,space,4.05148386955,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
distractor,stim/sol.png,0,3,3,1,space,1.06733298302,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/coco.png,0,4,4,11,space,1.58421182632,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
distractor,stim/lapiz.png,0,5,5,3,space,1.36745405197,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/gato.png,0,6,6,14,space,1.1175339222,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
distractor,stim/manzana.png,0,7,7,4,space,1.31747698784,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/bala.png,0,8,8,8,space,1.55073595047,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/caca.png,0,9,9,10,space,1.20080590248,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
distractor,stim/arbol.png,0,10,10,2,space,1.51755094528,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/gota.png,0,11,11,15,space,3.66776895523,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
distractor,stim/silla.png,0,12,12,6,space,1.21747088432,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/dodo.png,0,13,13,13,space,1.48404502869,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/taco.png,0,14,14,18,space,1.33417105675,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/palo.png,0,15,15,16,space,1.45069813728,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
distractor,stim/mochila.png,0,16,16,7,space,2.65103697777,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/polo.png,0,17,17,17,space,1.16727805138,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
distractor,stim/libro.png,0,18,18,5,space,1.31754899025,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
distractor,stim/sombrero.png,0,19,19,0,space,1.71749186516,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/palo.png,1,0,20,16,space,2.83430480957,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
distractor,stim/arbol.png,1,1,21,2,space,1.23412203789,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/dodo.png,1,2,22,13,space,1.61759305,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/bala.png,1,3,23,8,space,1.55099391937,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/caca.png,1,4,24,10,space,1.18409800529,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/bola.png,1,5,25,9,space,2.70072698593,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/dado.png,1,6,26,12,space,1.06740403175,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
distractor,stim/sol.png,1,7,27,1,space,1.21737098694,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
distractor,stim/libro.png,1,8,28,5,space,1.31739997864,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
distractor,stim/manzana.png,1,9,29,4,space,1.30080509186,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/gato.png,1,10,30,14,space,1.16696000099,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
distractor,stim/sombrero.png,1,11,31,0,space,1.46745800972,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/coco.png,1,12,32,11,space,1.38406920433,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
distractor,stim/lapiz.png,1,13,33,3,space,1.48408198357,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/topo.png,1,14,34,19,space,1.88383412361,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/gota.png,1,15,35,15,space,4.43429613113,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/taco.png,1,16,36,18,space,1.1339430809,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
distractor,stim/silla.png,1,17,37,6,space,1.58413910866,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/polo.png,1,18,38,17,space,0.934961080551,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
distractor,stim/mochila.png,1,19,39,7,space,2.48400115967,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/taco.png,2,0,40,18,space,0.95050406456,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
distractor,stim/sombrero.png,2,1,41,0,space,1.15090298653,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/polo.png,2,2,42,17,space,1.10066699982,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/dodo.png,2,3,43,13,space,1.10044193268,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/gato.png,2,4,44,14,space,0.8004591465,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
distractor,stim/manzana.png,2,5,45,4,space,1.2673099041,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
distractor,stim/lapiz.png,2,6,46,3,space,1.16743707657,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
target,stim/gota.png,2,7,47,15,space,3.11794710159,,,001,lmw,60.0369012669,prodShadow,2015_Aug_11_1443,midd,
