file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
jal_prodShadow2_caca1,0.0,0.9405215419501134,jal,-54.820322888962764,-59.23935794830322,7.793402217931092,9.873938970327874
jkw_prodShadow2_kaka,0.0,1.028,jkw,-52.843171647451456,-53.624266624450684,7.506599167305944,9.882281336271241
lmw_prodShadow2_taka1,0.0,1.2035147392290249,lmw,-47.50826416015625,-49.33918571472168,4.620107732796489,12.450880003053285
ems_prodShadow2_daka2,0.0,1.072,ems,-53.029470283294394,-55.374794006347656,4.2605023552797405,10.208287757623768
ems_prodShadow2_taka1,0.0,1.1158503401360544,ems,-51.36503383091518,-53.232911109924316,4.254078050001578,10.237309207653514
lmw_prodShadow2_ada2,0.0,1.356938775510204,lmw,-49.17117130055147,-50.79676946004232,4.2236599301031585,16.84497526773841
lmw_prodShadow2_ada1,0.0,1.0939455782312926,lmw,-48.99488872563074,-49.62944412231445,3.8809678448895473,16.709717669978488
ems_prodShadow2_bala1,0.0,1.291,ems,-50.80547480620155,-56.05152893066406,3.8809678448895473,13.498141358630011
ems_prodShadow2_bala,0.0,0.743,ems,-47.688766891891895,-54.61330986022949,3.5382778022697097,13.57617372357167
jkw_prodShadow2_taka,0.0,0.984,jkw,-51.658865792410715,-53.31025981903076,3.5220186844117545,9.165520252969086
ems_prodShadow2_taka2,0.0,0.984,ems,-52.544792330994895,-56.72547245025635,3.400008911352719,12.12340224335151
jmt_prodShadow2_taka1,0.0,0.8528344671201814,jmt,-49.48270335477941,-48.95483112335205,3.400008911352719,10.146138553133145
lmw_prodShadow2_gota,0.0,1.247,lmw,-50.5873984375,-54.34548473358154,3.3669317596629043,15.848649535222723
jkw_prodShadow2_gaka1,0.0,1.1377551020408163,jkw,-55.798768160635966,-57.082608222961426,3.3041998518127165,6.834739831295984
djv_prodShadow2_oba1,0.0,1.2035147392290249,djv,-50.9331298828125,-57.48263168334961,3.2999740458068976,15.80353278028652
djv_prodShadow2_eda1,0.0,1.1596825396825396,djv,-42.09631768588362,-48.656368255615234,3.226726512414052,18.140877525308618
jal_prodShadow2_oba,0.0,1.247,jal,-47.56232421875,-56.09527715047201,3.195587759649872,14.604614325052015
ems_prodShadow2_bola2,0.0,1.2035147392290249,ems,-47.86181640625,-60.93935680389404,3.195587759649872,13.706525807395202
jal_prodShadow2_paka1,0.0,1.1596825396825396,jal,-51.80161048626078,-55.05051612854004,3.04730597151942,10.313973435885835
blr_prodShadow2_paka,0.0,1.335,blr,-45.95566114738806,-47.55873203277588,3.04730597151942,18.53887725929156
lmw_prodShadow2_eda2,0.0,1.02,lmw,-45.73005706188726,-51.64710362752279,3.0242427383399537,16.375933570402843
ems_prodShadow2_uta1,0.0,0.94,ems,-51.580410571808514,-69.20191192626953,3.0091471115347197,11.726554568674505
blr_prodShadow2_oka,0.0,0.97,blr,-52.95458984375,-53.78505833943685,2.9700911132745613,13.459358868277056
jkw_prodShadow2_gota1,0.0,1.2035147392290249,jkw,-55.496333821614584,-60.510924339294434,2.949862640105776,13.267990542081748
blr_prodShadow2_caca2,0.0,0.8128571428571428,blr,-51.76850646219136,-52.63282489776611,2.917745656230749,11.542783749359117
bco_prodShadow2_taka1,0.0,0.929,bco,-51.854859711021504,-55.13504981994629,2.9119694554987716,13.827114180685705
bco_prodShadow2_paka1,0.0,1.11859410430839,bco,-54.78281947544643,-58.80746364593506,2.7241746984185085,11.528736018303611
blr_prodShadow2_paka1,0.0,1.072,blr,-51.15962233498832,-55.1025333404541,2.7241746984185085,12.252295999904572
mam_prodShadow2_ada2,0.0,1.006,mam,-50.521358678836634,-45.753579457600914,2.6889393405934583,14.782223543293071
jkw_prodShadow2_eda1,0.0,1.1158503401360544,jkw,-52.608590262276785,-61.240604400634766,2.681552695720116,13.417661174401253
lmw_prodShadow2_kaka1,0.0,1.269,lmw,-48.02913155142716,-54.26631259918213,2.681551674423229,13.895980129361373
ems_prodShadow2_paka,0.0,1.1596598639455782,ems,-53.240369073275865,-55.93757915496826,2.643392000518996,10.304321557397238
ems_prodShadow2_gaka1,0.0,1.291,ems,-55.80779508842054,-58.82210922241211,2.6301490926686855,4.811513705989444
jkw_prodShadow2_ita1,0.0,0.82,jkw,-58.88671279535061,-62.404412587483726,2.6301490926686855,4.798030549746176
ems_prodShadow2_bola1,0.0,1.0719954648526078,ems,-47.129613573306074,-60.650851249694824,2.5679255874055125,15.042553119274839
jmt_prodShadow2_taka2,0.0,0.8747619047619047,jmt,-51.14096174568966,-52.71229839324951,2.54593977270386,11.240569068510677
lmw_prodShadow2_uta,0.0,1.006,lmw,-50.14773166769802,-54.87317403157552,2.5102076744101973,13.660159260703269
ems_prodShadow2_bala2,0.0,1.1158503401360544,ems,-44.88763427734375,-49.3937349319458,2.5102076744101973,16.27387483122729
blr_prodShadow2_uta2,0.0,0.962,blr,-52.97007751464844,-59.56440734863281,2.5102066531133107,14.80351150158246
