file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
mav_prodShadow1_caca,0.0,1.006,mav,-50.30752049814357,-50.573448181152344,1.0487406642227437,11.364996620538413
bco_prodShadow1_gaka2,0.0,0.646,bco,-61.83694786658654,-60.63796520233154,1.0487404313727902,10.7554992292466
mav_prodShadow1_taka,0.0,0.67,mav,-51.47936829524254,-53.79911994934082,1.0487404313727902,12.187743374051161
bco_prodShadow1_baka,0.0,0.622,bco,-55.68111296622984,-55.46335792541504,1.0487404313727902,12.738495515749381
mam_prodShadow1_taka,0.0,0.697687074829932,mam,-54.107432338169644,-56.17208003997803,1.0487404313727902,12.323294217705568
jmt_prodShadow1_daka,0.0,0.57,jmt,-52.2810272752193,-53.150360107421875,1.0487404313727902,16.245647642630143
jmt_prodShadow1_caca2,0.0,0.827,jmt,-52.99837631777108,-51.506834983825684,1.0487404313727902,15.757992907332099
mam_prodShadow1_baka,0.0,0.614,mam,-54.71066934554303,-56.027220726013184,1.0487404313727902,14.765391780986395
bco_prodShadow1_caca2,0.0,0.5775056689342404,bco,-60.754655509159484,-60.71448993682861,1.0487403149478132,14.972637902007254
bco_prodShadow1_paka,0.0,0.5759183673469388,bco,-52.09939049030172,-51.77070617675781,1.0487403149478132,9.012243716482615
mav_prodShadow1_daka,0.0,0.962,mav,-48.276713053385414,-50.11427593231201,1.0487401985228364,14.394056247460142
ems_prodShadow1_apa1,0.0,0.932,ems,-52.40330981182796,-56.66762161254883,1.0487401985228364,11.988408787548435
jkw_prodShadow1_taka2,0.0,0.8977551020408163,jkw,-51.86652560763889,-57.636170387268066,1.0487401985228364,14.648057985021989
mav_prodShadow1_daka2,0.0,1.012,mav,-48.36847346844059,-51.262816429138184,1.0487401985228364,13.82650096671868
ems_prodShadow1_baka1,0.0,0.885,ems,-53.06162767731742,-55.82080554962158,1.0487401985228364,12.188632390819029
djv_prodShadow1_gaka1,0.0,0.955,djv,-53.43150838216146,-58.859190940856934,1.0487401985228364,17.256297844530568
